text,annotation
"We're feeling some of that pressure this year in our C5 resins with some capacity, and the prices have come off a bit.",0
"And again, as we've talked about repeatedly, we are very, very focused on driving cost efficiencies, and that's starting to show up in our results from a North American perspective.",0
"Increase was mainly attributable to capital expenditures related to the Rush Creek wind generation facility, partially offset by amounts for the Courtenay wind farm and less rabbi trust investments.",0
• We Love Green The environment is at the heart of Parisian electro-pop music festival We Love Green.,1
"Digitalization in farming can help us deploy our resources efficiently and sustainably, enabling farmers to get the best out of their fields with minimal environmental impact.",1
Renewable hydrogen We have made significant progress on our renewable hydrogen pipeline over the past 18 months.,1
"I'm not concerned about when we do that, our ability to understand the technology and scale it.",0
"To strengthen its approach, Kering’s SBT for a 1.5°C trajectory was revised and approved by the SBTi in early 2021.",0
"We've continued our discussions with TxDOT, maybe this isn't the question you asked, but I'll go ahead and give you the flavor since you'll turn around, I think, and ask it anyway.",0
The particularity of this deal is that it included an adjustment mechanism linking the interest rate to the company's CO2 emissions.,0
This reduces KLP’s climate risk and makes it clear that our work has an effect on the climate.,1
"1.5°C (aggressive mitigation), 2°C (strong mitigation), 3°C (some mitigation) and 4°C (business as usual).",0
Cyber Security Consulting Services Market 2018” issued by the leading Japanese IT consulting firm ITR Corporation.,0
Chotia Block with reserves of 15.5 mt and annual production capacity of 1mtpa;,0
"As a financial services group, we are dedicated to holding dialogue with customers and other stakeholders and fulfilling our consulting role, and will proactively address climate change and support the shift to a low–carbon society.",0
"Based on our initial assessement of the guideline, the impact on our MCT ratios will be positive, with the benefit phasing in over a two-year period.",0
"In terms of initiatives regarding energy issues, the AGC Group works to reduce the energy involved in its production activities.",1
"And when we fail to deliver on that process, on that promise, it's not good on their business, and certainly, it's not good on our business.",0
And so really attacking the gross margin line and then supporting that with some of the share service centered work that we've been discussing with you.,0
"Crude oil price trended down to below USD 50/bbl during the first half of the year, driven by a growing US shale oil production and lack of confidence in the production cuts by OPEC and non-OPEC countries .",0
But the new deployments in the second half of this year will be sharing both networks.,0
"But our view as a company, I think as you know, is that we do not expect the demand for power use of silicon carbide to be just limited to electric vehicles over the course of time.",0
"In the environmental dimension, we support initiatives that focus on the Climate and the Ocean, as well as relevant socio-environmental issues that are closely related to our operations.",0
"The hydropower facilities have positive effects on both economic development and the environment, and EDF applies a proactive management policy in relation to water resources, in liaison with various water stakeholders.",1
"One improvement that we made was the exchange was a screw-on head in the first round, and in the second iteration of the product, it's actually a clip-on.",0
I want to lead EBARA so that it will always be a company that approaches this and every challenge with passion and dedication and a strong sense of purpose to support the world with its technologies.,0
"During con- struction, operation and dismantling of our power plants and networks, we take necessary measures to reduce noise and emissions.",1
"When Bridge- point decided to invest in the company in 2008, the chain had fewer than 200 restaurants, primarily in the UK.",0
I feel he and I are very much aligned on our outlook for both the opportunity as our outlook for what we are focused on when he gets to the business later this month.,0
It helps the overall balance of fossil fuel and nonfossil fuel.,1
So another $24 billion of Fannie and Freddie that has not been sold.,0
"Through a plan where everything is handled: solar energy is sourced and located and the business can point to a nearby solar facility and say, ‘that's where our solar comes from.'",1
And I think we have good line of sight to seeing continued growth in that asset for the long term.,0
"But long term, we believe that a fuel-economy play and a emissions-reduction play is going to be continually a great place to play.",0
APrA’s environmental Policy statement reinforces its commitment to operating in an ecologically sustainable manner and APrA continues to take practical steps to reduce its environmental impact.,1
After achieving our 40% reduction target in 2015 compared to our 2007 base year we continued to decrease our carbon emissions in 2016.,1
"In keeping with the Company’s strategic priority to enhance strategic growth platforms and sustain long-term growth, Enbridge continues to expand its renewable energy generation capacity.",1
"Pursuant to the service concession arrangements, the Group was granted rights to construct, operate and maintain environmental energy projects, greentech projects and environmental water projects in the PRC for a period of 7 to 50 years.",1
"If our existing distribution channel was changing to where they were stopping the sale of one and changing to the other, that would be very alarming and something we would have to stop immediately.",0
Research and development The Company performs vast research and development activities to introduce environmentally friendly technologies into production cycles to save resources and reduce costs.,1
Improved engine efficiency will continue to play a very important role in emissions reduction as will alternative non-fossil fuels.,1
"The FREA (Fukushima Renewable Energy Institute, AIST) propagates new renewable energy technologies from Fukushima Prefecture.",1
We have developed a Climate Change Strategy Roadmap outlining our climate change governance framework.,0
"I don't look at the Corporate Services business as something that, in and of itself, in the contracting stage, the licensing stage, sort of the early corporate relationship.",0
"However, it asked for work on the five reactors after the first-of-a-kind reactor to be brought forward slightly and begin no later than 2055.",0
Toyota Boshoku Shiga measured the heat-up time for equipment over a year and endeavoured to reduce power consumption through optimum heat-up time.,1
Electricity generation increased 2 times compared to 2019 and amounted to 2.45 TWh in 2020.,0
"Rio Tinto’s ownership interest in Channar mine increased from 60% to 100%, following conclusion of its joint venture with Sinosteel Corporation upon reaching planned 290 million tonnes production on 22 October 2020.",0
"Our aim is to be primarily an organic innovator, and to not only retain but enhance our position as the industry's most vital organic innovator.",0
Gazprom strictly complies with environmental laws and takes measures to minimize adverse environmental impacts and preserve 4.1.1.,1
"So on the coal side, P.J., part of what is helping on the coal is a little bit of government hand in terms of managing output production at the mine.",0
"By entering into the petroleum coke contracts with PEMEX, CEMEX expects to have a consistent source of petroleum coke throughout the 20-year term.",0
"Massachusetts proposed its Clean Energy and Climate Plan to 2030, which provides details on the actions the state will undertake through the next decade to ensure the 2030 emissions limit is met.",0
"In addition, in 2018 OGCI set a target for reducing methane emissions to enhance the role of natural gas.",1
"The signs are pointing towards growth at all of our divisions, and we are on schedule with our efficiency-enhancing programs.",0
The pipeline will provide oil export for the Edvard Grieg and Ivar Aasen fields and is scheduled for start-up in 2015.,0
"As we look into volumes specifically into the U.S. Gulf Coast, the LNG regas facility at Golden Pass, it is progressing on the construction.",0
Adopting internal carbon pricing to encourage greater environmental awareness and consideration of mitigation measures in future business plans. •,0
"Under the rules governing securities firms and related regulations, the CAR of a securities firm should be at least 200% to ensure its stability as well as maintain the health of the security markets.",0
"Not using cash flow to pay down debt, but the growth in EBITDA to naturally delever against the set nominal level of indebtedness and move back towards that 5x ratio.",0
"Having identified cogeneration system as a strategic product, Tokyo Gas is promoting adoption of the residential fuel cell system ENE- Steel) has decided to construct a gas-fueled thermal power plant in Moka City, Tochigi Prefecture near our facility.",0
Medwood Medwood provides support services to a network of primary care and family practices in New York City.,0
But the decisions are being made based upon the road map of 600-gig and 800-gig availability.,0
"The Lideriadi choir performed Leonard Bernstein's ""Chichester Psalms"", with the students of the Conservatory as orchestra, soloists and conductor.",0
"Our sustainable agriculture program, Kellogg's Origins™, puts a emphasis on connecting growers with other agricultural experts to help improve soil health and nutrient efficiency, and on using practices that help support the environment and biodiversity.",1
"Solvay’s sustainable solutions for the oil & gas, mining, energy generation and energy storage sectors offer our customers more energyefficient and environmentally-friendly products and services.",1
"The renovation of the stormwater drai- nage system in Brazzaville (Congo) by Eiffage Infrastructures with fun- ding from the French Development Agency, includes a major social and environmental component.",0
"Within the frame- work of these flights, the airline also cooperated with the WWF in the Netherlands, by developing its partnership concluded in 2007 to promote more sustainable aviation.",1
"Yeah, as I mentioned, I think the smaller form factor products will be the majority of our revenue in 2019.",0
"In late 2018, the division plans to start series production of a city bus with a fully electric drive system on the basis of the Mercedes-Benz Citaro.",0
It contains 100% renewable carbon and thus meets ISO standard 16128 on natural and organic cosmetics.,1
"We aim to become ""Taiwan Champion, Asia Leader""- a leading brand with the best governance, and the most trusted financial institution by customers and shareholders.",0
The Company remains focused on improving the energy and carbon efficiency of all its operations.,1
"I mean, we constantly look for ways that we can get superior returns through investment in organic growth, and we continue to want to grow the company organically.",0
We will use the revenue generated from approx- imately 400 glasses of this organic honey for further environmental projects in Rüdersdorf.,1
And that has been built in through the cost reductions that are showing the uplift in the gross margin.,0
"We are very encouraged and are following our out-of-territory and fiber-deeper strategy, meaning investing fiber back into our core business as well as expanding our footprint and overbuilding into new markets.",0
"In Canada, the Canadian environmental regulator Environment and Climate Change Canada (»ECCC«) is conducting an investigation in connection with Diesel exhaust emissions.",0
35% of the remuneration that is determined by the qualitative internal assessment of the Executive Board of Directors by the Remuneration Committee of the General and Supervisory Board is reserved.,0
The idea was to promote the creation of small scale urban green spaces:,0
"In fact, it is one of the original sources of clean energy.",1
This is evidence that much still remains to be done and that the entire Group must work towards reaching the targets set.,0
"The essence of digital farming consists in aggregating and creating value from data, which is no longer sourced merely from farm equipment but is also generated using new services and algorithms and transformed into actionable intelligence.",0
US Early actions by the Biden Administration signal climate change as a top priority for the federal government over the next four years.,0
"In terms of additional investment in carbon fiber, that is something that we're looking at.",0
Gray Oak Pipeline Project - a crude oil pipeline project connecting the Permian Basin and Eagle Ford to destinations in the Corpus Christi and Sweeny/Freeport markets.,0
"So it's lumpy, we're learning as we go back, but for the opportunity is really exciting.",0
So we definitely have the data and we have production planners tweet on a very regular basis on a store-by-store basis to match the consumer demand in that particular location.,0
"As far as Doryx look, like we can't predict Europe, I can't predict when judges are going to rule.",0
We continue to invest in maintaining and upgrading these assets while also pursuing consistent improvements in energy and resource efficiency.,1
"MTN continued its e-waste programme across operating companies during the year, resulting in 31 tonnes of e-waste being recycled and diverted from landfills.",1
"Provisions for Environmental Rehabilitations (“PERs”) We have an obligation to reclaim our mining properties after the minerals have been mined from the site, and have estimated the costs necessary to comply with existing reclamation standards.",0
"Operationally, we have implemented a number of initiatives to reduce our own carbon footprint by 1.7% in Southern Africa despite a headcount increase of 3.2% for the same period.",1
And we intend to be there and take care of the customer the way they change.,0
"Gas remains core to our strategy in both the UK and US, and we believe it will remain central to the energy mix in both countries for decades to come.",0
We are going to replace conventional illumination bulb (HPSV) through LED at our substation premises as energy conservation initiative.,1
"In order to ensure and monitor compliance with this commitment, since 2004, Groupe Renault measures the environmental impact of its vehicles throughout their life-cycle, from the extraction of the raw materials needed for their manufacture until their end-of-life.",0
(e) TSPL had entered into a long term Power Purchase Agreement (“PPA”) with Punjab State Power Corporation Limited (“PSPCL”) for supply of power.,0
"With increasing local electricity demand from cars, and potential for vehicles to both charge and discharge electricity onto the network, balancing demand, supply and power flows will become increasingly complex.",0
"But at this point, it's too early to say anything other than we are still committed to our $1.35 billion through 2021.",0
"Yes, the transportation reauthorization or SAFETEA-LU Bill that has been expired since September 2009.",0
"So it's only in back half as we continue our existing relationship with another organic milk provider in the first half of the year, and then begin to sort of build the Organic Valley business going forward from there.",0
"Halve our use of virgin plastic, by reducing our absolute use of plastic packaging by more than 100,000 tonnes and accelerating use of recycled plastic. •",1
"At that time, we committed to bringing business to S&I countries and focused our business strategy to include a 10% lending volume target by 2020.",0
"Since the beginning of this year, we said that we were going to reach the goal of 40% by the end of this year in terms of our domestic screen count recline.",0
"We -- as we've said before, we only make the nonstandard 12-ounce cans in 2 locations, Mississippi and Texas.",0
"FINANCIAL STATEMENTS ADDITIONAL INFORMATION Capital expenditures Capital expenditures in 2020 totalled US$19.7 million, focused on sustaining capex, including the final construction of leaching pads and the implementation of the activated carbon process.",0
"The investment is underpinned by our long-term gas demand projection, and that's really the business case.",0
"As a company that is reliant on natural resources for the vast majority of its raw materials, for J-Oil Mills these environmental issues are vitally important and have a considerable impact on our business.",0
• Fugitive emissions of methane (CH4) (storage and transport of natural gas).,0
But I think it's something that we can work through very much in the first quarter.,0
"By the end of 2018, it will go up by 50% to 120 million tons of coal.",0
The FY2019 Sustainability Report details APA’s approach to climate change governance;,0
"Within operations, we focus on reducing energy use, flaring less gas and preventing spills and leaks.",1
"For these reasons, we consider climate change countermeasures to be a major component of sustainability management.",0
"The Sustainability Office works with the lines of business, Risk Management, and others, to develop, coordinate and maintain an enterprise-wide strategy that addresses our environmental and social responsibilities.",0
" Scope 1 represents direct greenhouse gas emissions, including those associated with the consumption of natural gas and domestic fuel and injections of refrigerant fluids during site maintenance operations on airconditioning installations.",0
British Airways plans to offset UK domestic flight carbon emissions from 2020. •,1
"The total gas sale is divided into natural gas, LNG, and biogas which have specific upstream and downstream emission factors.",0
Direct impact This line of work focuses on reducing direct emissions from the BBVA Group itself and setting ambitious medium-term targets for renewable energy use and direct emission reduction.,1
Construction is in progress and commercial operation is expected to occur by mid-2019.,0
"In October 2018, EnBW published its first Green Financing Framework and issued its first green bond (Glossary, p. 153) with a volume of €500 million (p. 85 f.).",0
"So our variable costs are starting to come down as well, which is another positive sign for us.",0
USA We have offtake rights via a lease to 100% of the capacity (2.5 mtpa) of the Kinder Morgan-operated Elba Island liquefaction plant in Georgia which consists of 10 MMLS units.,0
"So we believe that our headcount reduction, certainly in the manufacturing footprint, are largely behind us.",0
"With the Group's 2030 carbon emission reduction goal for our own operations met, the Board also considered the development of new internal carbon, energy and travel targets.",1
"The UN PSI seeks to promote sustainable insurance, which is intended, among other goals, to contribute to environmental, social and economic sustainability.",1
"Volvo Construction Equipment operates one of its most energy intensive sites in Eskilstuna, Swe- den.",0
"All acquisitions are assessed according to stringent financial criteria, with the most important being that ROACE should move into the Group target range of 12–15 per cent in the medium-term.",0
"Throughout the year BlueScope maintained focus on conducting business in a sustainable way, with progress across our most material sustainability focus areas.",1
"And yes, it'd be really great if the whole industry would just go electric as soon as possible.",1
The Group recognises a liability in respect of its unsettled obligations to deliver emissions allowances under the EU Emission Trading Scheme (ETS).,0
"Profit Organisations sub-portfolio, driven for both BayernLB and DKB by the higher cash holdings at the Deutsche Bundesbank.",0
"18 Consolidated Scope 1, Scope 2 and selected Scope 3 GHG emissions (accounting for renewable electricity purchased in the UK) are for the environmental reporting year of 1 July – 30 June.",0
"The pipeline takes gas from Azerbaijan through Georgia to the Turkish border and has a capacity of 143mboe/d, with average throughput in 2017 of 125mboe/d.",0
"We critically assessed both our industrial emission and agricultural emis- sion inventories, with the support of Plantar Carbon consulting firm.",0
"We see, in 2014, being able to enable a push towards close to 70% of our homes for a 12-meg capability.",0
"Managing our social impacts is critical for keeping our projects on track and on budget, and meeting our commitment to creating benefits for local communities. •",0
The business requires significant capital investment and a maintenance programme for water and used water networks and treatment facilities in order to comply with regulatory and environmental performance standards.,0
It is far from user friendly and it's definitely something you will not be able to manage yourself as an end user.,0
"We continue to think that over the long term, there will be opportunities to deploy that capital.",0
"The team collaborates with BHP’s Functions and Asset teams, external partners and industry to develop practical climate change solutions, designed to preserve and unlock long-term value for BHP.",1
"In addition to promoting energy saving in the production process, the group is focused on providing products that help reduce GHG emissions during use and that help prevent or mitigate damages caused by climate change.",1
"Obviously, it's without a doubt, the environment continues to improve, and that's all good.",0
"But we intend, as Dennis indicated, to stay right -- get right back on the double-digit track, and that's what we are absolutely committed to.",0
"Keep in mind, again, in Q2, there will continue to remain pressure on our gross margin as a result of having the incremental flagship cost that we didn't have last year in that quarter similar to Q1.",0
"Extending our fiber footprint in all regions, connecting more on-net buildings, I think that -- those investments will continue pace again in 2017.",0
This goal is aligned with the interests of the Energy division and its commitment to sustainability.,0
"We're ramping traffic slowly to make sure that we fully understand the environment, and make sure that everything is set up properly.",0
"The Chairman of the Remuneration Committee discussed the draft Policy with the European Works Council, while the Chairman of the Supervisory Board discussed it with the Central Works Council in the Netherlands.",0
"To limit the negative effects of growth, VINCI Construction focuses its research and action on sustainable development involving construction of new road and rail infrastructure, development of public transport systems (especially underground), green transport (bicycle, bus, pedestrian, etc.)",1
"If you look at our construction expenditures, what the biggest items, the next big item will be the aero derivates gas turbine in 2013.",0
"We are excited to play our part in supporting the UK government, along with our fellow partners and many others, to deliver a successful COP26 which encourages and inspires ambitious action to tackle climate change in this critical decade.",0
"But no matter what we do, we have to have a path forward that allows us to build great service lines that meet Detroit residents' needs, and we do expect to grow in that community.",0
"Motorcycling was another source of inspiration for Pull&Bear, which sponsors the Grand Prix in Germany and the Aspar Team.",0
Biomass power generation is the Power Plant is the first biomass power plant where ENEOS process of burning or gasifying biomass to generate is the main operator.,0
"But at the same time, we are also working very hard to globalize our core brand portfolio.",0
Now it's been coming down as we're finishing Tehachapi and a few other renewable projects we've got in the pipeline.,0
"For carbon business, where we would have opportunities, are carbon melt shop.",0
"ATP has been part of Climate Action 100+ since the initiative started, and since then it has grown to 373 investors from all over the world and manages a total of USD 35 billion.",0
The majority of the CapEx spend in the first half has primarily been in the area of adding new servers to add capacity into our existing PoPs.,0
So fuel savings on the fleet will be de minimis in the impact in earnings for us.,0
"Today it pull back, but with -- if crude moves up a little bit or with perhaps a different focus on the U.S. energy plan, that should bode well for our Aero business, in particular.",0
"Renewable energy is purely domestic sourced and environment-friendly, and can be used continuously without being depleted.",1
"• Reliance is developing sustainable biomaterials and polymers (such as nanocellulose, polyhydroxyalkanoate (PHA) and high-strength silk, among others), which can be produced on an algae platform using CO2.",1
"This provided management with a basis for setting new energy-use tar- gets and defining operational and stra- tegic energy objectives”, explains Nicole von der Weiden, who is responsible for energy management at Brezelkönig/ Ditsch.",0
Origin’s large and flexible gas supply portfolio will continue to meet the needs of major industrial and residential customers as well as support energy security through gas-fired generation.,0
"From a retail standpoint, we anticipated to continue to be strong in the second half.",0
"I mean, the last piece of real estate at 1.5-acre that got sold a couple of months back, 1.5-acre for $20 million for a hotel to be built on it.",0
"The start of production of the fourth well in July 2014 saw the wells achieve their maximum production capacity of 120 thousand bbl/d of the first FPSO (floating production storage and offloading), “Cidade de São Paulo”.",0
"Our conversations with our customers, Rich, indicates to us that with higher gas prices on the horizon, we're going to see a lot more coal burn in 2013.",0
"In RY2017, the Kubota Group reduced the amount of VOCs it handles through efforts such as improving the coating method to improve the coating efficiency of paint, promoting replacement with VOC-free materials, and collecting and recycling used thinner.",1
"For any business unit showing before-tax ROIC under 8%, strategies to improve that status to the targeted 8% and a timeframe for reaching that level will be clearly laid out, and intermediate goals will be set out periodi- cally.",0
"The Royal Decree 413/2014 regulates the energy production through renewable energy sources, waste or cogeneration and different Ministerial Orders regulate the prices applicable to these facilities.",0
"With the SVP2030 plan, we have further reinforced this commitment by formulated long- term goals up to FY2031/3 to show our strong will to contribute to “resolving social issues on a global scale through business activities”.",0
"Once complete, AGL’s VPP is expected to include 1,000 smart, connected batteries installed behind-the-meter, with a combined nameplate output of 5 MW and an energy storage capacity of more than 9.8 MWh.",0
"So year-over-year, again, we're going to shrink that deficit by probably at least $60 million, $70 million.",0
"So there are some difficulties that come with provisioning with or above loan growth, and there are some hard to call them challenges when it's all fun and good.",0
The SEH Committee will continue to monitor our environmental sustainability performance quarterly and approve updates to our environmental sustainability strategy and targets annually.,0
GHG reduction projects implemented in our refineries between 2009 and 2018 have so far delivered a total reduction of  0.7 mn t in CO2 equivalent.,1
"So the 491 is a valuable, valuable drug candidate and asset for us that you'll be hearing more and more from us about.",0
Clear action plans and commitments are in place to reduce their carbon footprint on a year-on-year basis.,1
"The budget supports that in terms of, matter of fact, we're seeing growth in the highway market, the transit market as well as money being put into some of these development projects.",0
"And I was talking to my team here in between and I neglected to mention about the payroll taxes that shows up in the first quarter, where that's $1.5 million or so higher than the normal other quarters.",0
 Implemented widespread cost reduction initiatives across all businesses resulting in significant cost savings.,0
"We're going to beat our synergy target modestly, that's what we've said.",0
"It mean our , didn't mean our underwriting standards and to the credit of those advantages we walk away from businesses.",0
"For example, showerheads incorporating GROHE EcoJoy™ technology can reduce water consumption by approximately 40% compared with conven- tional products.",1
The success or failure of these activi- ties is expected to have an influence on performance.,0
"Our recent report, Building the Net Zero Energy Workforce, looks at the skills and expertise the energy sector will need to help the UK reach its emissions target.",0
The recycled fibre is bleached in a Process Chlorine Free (PCF) process and the virgin fibre is Elemental Chlorine Free (ECF) bleached.,1
We continue to remain committed to achieving our target operating margin range or beyond.,0
"And then with energy efficiency, on the consumer side of things, we're seeing more people comfortable with maybe lower surplus reserves and being able to delay some of their CapEx decisions.",0
"It's starting construction here, in the spring of '15, to be completed in the fall of '15, and then we'll start moving in towards the end of this year.",0
Virtual power plants represent a major opportunity for EnBW to transfer its knowledge on the safe operation of complex systems to new digital business models.,0
"Lightweight  luminium is extremely A ductile and weighs a third of steel or copper, making it idea for bodywork of modern vehicles which require lightweight components for energy efficiency.",1
"The plan covers employees of Legrand SA and also those of Legrand France, Legrand SNC, Alpes Technologies, Cofrel, Ura, Planet-Wattohm, Intervox Systèmes, Legrand Cable Management, Legrand Énergie Solutions and Legrand Data Center Solutions.",0
So the go-forward look is that those continued programs plus new ones that we're implementing like top-of-rail treatments are going to continue to drive improved sea rate.,0
We apply innovative technology and processes to deliver products that will contribute to a decarbonising and sustainable modern world.,1
"In mid-April, OPEC+, which includes Russia, agreed to a new cut in production, but the fall in global demand, and the Saudi supply reaching its maximum level during those weeks, resulted in a great accumulation of inventory.",0
"Overview ESG Framework and Oversight Across Scope 1, 2 and 3, emissions per square metre fell 14.1 per cent to 100.51 kg CO2e/m2.",1
That sustainability piece has to be finished before they all walk in.,0
"Within the framework of its “Zero Deforestation” commitment made in 2014, the Group had pledged to trace the main palm and palm kernel derivatives that it uses as far as the mills by the end of 2015.",1
"The -- at this point, we'll probably looking at product which would be getting close to end of Phase II, preferably then maybe getting into the Phase III program.",0
And we'll have more wells coming online with the CO2 but at a declining pace as we go through the reservoir.,0
We expect these projects to add more than 250 thousand barrels of oil equivalent per day to our production and 3.9 million tonnes of LNG a year to our liquefaction capacity once fully ramped up.,0
"However, as shown in figure 14, this is not the case, and our carbon intensity has remained relatively constant.",0
