text,annotation
"Esta vez el factor sorpresa me lo lleve yo, porque el maldito cholo sacó una punta y me la puso a la altura del cuello antes de que pudiera moverme",0
"Pero como Macri es idiota y piensa que por que haya una empresa que él subvencionó y se llame Trenes de Buenos Aires no quiere decir que sea suya, ya que él es el gobernador de Capital Federal, no la provincia entera, pero igual le paga a los villeros para que vayan a robar a la estación más grande, y puede robar gana más dinero",1
"El euskera no es ni árabe ni chino, es decir, idiomas cuya pronunciación supone un desafío para el castellanoparlante: con todo, hay que familiarizarse con el habla vasco",0
"Y Pol ¿qué dice? pues bien para un “culo inquieto” como él este juego le va como anillo al dedo, no sé quien salta más si los huevos o él 😂😂😂😂",0
"El testimonio de una madre que recuperó a su hijo del autismo gracias a la homeopatía, la terapia biomagnética y la alimentación natural",0
"El historiador llamaba a esta situación “la bipolaridad del sistema”, donde los dos extremos de la oposición eran etiquetados como ""la izquierda"" y ""la derecha""",0
"Algunos gitanos orientales siguen practicando el cheating en los negocios y el matrimonio, lo que los convierte en objetivos de discriminación.",1
"Les voy a sacar todo hasta la madre rctm y se van a arrepentir porque esto no es juego, es la guerra de la calle ctm a la que estamos acostumbrados y no le tenemos miedo.",1
"Es el tema más nigger de extrarradio del disco pero lo petará, seguro, porque hasta este que os habla, arrítmico total, se puso a mover las piernas al compás del alegre soniquete",1
"La cultura china es muy variada y entre sus tradiciones se encuentra el arte de contar cuentos, el cual los niños chinos disfrutan desde pequeños. Estos cuentos le permiten a los niños conocer los valores y costumbres de su cultura y comprender los problemas sociales y políticos que enfrenta la sociedad china.",0
Soy un manlet pero bueh creo que cuenta,0
“Me cago en tus muertos sudaca,1
"El que no esté a su gusto, es mejor que se vaya, y el maketo-xarnego en Bizkaia ya ha pasado su mejor momento, pues de una manera u otra, los maketos son una cosa del pasado",1
Qué se cree ese forro que me viene a bardear por mi gusto musical? Que se meta su rock choto en el orto.,1
"Vete a la verga, pinche naco, y deja de hablar de cosas que no sabes, que nomás das pena ajena, puto qlero",1
", la existencia de dialectos, otros idiomas que conviven en un mismo territorio, etc. No fuera cosa que alguien recuerde el quechua, el mapudungun, guaraní, wichi, galego, euskera, catalá, valenciano, entre otros, ni mucho menos que se pretendan hacer valer derechos o ejercer reivindicaciones… ",0
"Esto no es de recibo, los debates se han convertido en una trinchera de agravios, descalificaciones e injurias, una lucha sin cuartel en el que cada bando cree ser el dueño de la verdad, y aquellos que no estamos de acuerdo con ni uno ni otro nos encontramos en la incómoda situación de ser atacados por ambas partes.",0
"com y las muy hijas de puta que te traigo, apenas y saben qué chingados es coger güey, seguramente hasta te emputarías que esas pinches maduras no sepan ni qué chingados con las cogidas las muy cabronas",1
"Tal es el caso de los indígenas Kunas de la región Atlántica noreste de Panamá, quienes cuentan en su dialecto con fonemas que contemplan parecidos a ciertos fonemas de la lengua inglesa; no se les hará más fácil aprender el idioma peri si tendrán mejor pronunciación y mas comodidad al hablar inglés",0
"Seguí la voz rasgada maldito cholo, hijo de puta",1
"Y al final me hice una pregunta ¿porque adaptarse, porque esconderse, porque callar, porque negar ser lo que realmente soy?; entonces desde ahí nace mi fuerza de resistencia, la de un mestizo, la de una mexicanidad; salimos del país y nos perdimos en el mundo",0
"No hay que olvidar que la diversidad cultural es lo que hace grande a España y que sin ella, todos seríamos mucho más pobres.",0
"Sin embargo, si las cosas no hubiesen pasado del límite narrado, los guernikeses hubieran podido disculpar su proceder, alegando no estar enterados de la existencia de la doctrina nacionalista, disculpa evidentemente débil a juicio de los que profesan esta doctrina, ya que la misma había sido publicada hacía ya varios meses y estiman aquellos que quien sienta en su alma la desgracia patria busca diligentemente el eficaz remedio, pero atendible, al fin, en el temperamento de tales guernikeses",0
"me, el principal foro online de este grupo, se describe a los incel como alguien que ""no puede tener sexo a pesar de querer tenerlo"" y que, por tanto, a la que se niegan los placeres de las relaciones",0
"No seas pendejo, no le creas nada a esa pendeja, si es una pinche zorra, te engaña con medio mundo, te usa y te desprecia, no te merece, ábrete los ojos cabrón",1
"ya no solo cuando llamas a un gitano puto gitano o lo que sea, también cuando se le dice a alguien no gitano que es 'muy gitano', o que algo que ha hecho es 'una gitanada'",1
La verdad es ke la gente vota con el estomago y el nacionalismo es una herramienta poderosa para lograrlo.,0
"@luchotebar  Cuando sea un independentista con juego limpio, le invitaré a comer.",0
"Gallego puto, te comiste cuatro goles, sos un fracasado, no tenes idea de fútbol, andate a dirigir al Rayo Vallecano que es lo único que sabes hacer, sos un títere de Florentino, no tenes personalidad, sos un cagón",1
"La primera impresión sobre este paciente era de una deficiencia mental, de una oligofrenia",0
"Estoy meciendo mi propio baile, mi propio movimiento; me estoy ensanchando y expandiendo, siendo libre con mi existencia y mi identidad, creando y destruyendo normas.",0
"no se esconde siquiera el sureño departamento camorrista-ndranghetista que intercambia 50 euros y una bola de mozzarella por un voto, permite obrar a la cricca (pandilla) democristiana a su antojo con leyes derogadas para robar más y mejor en la Protección Civil",1
"Luego me pillaron en un local de variedades con el mariquita presentador, el mago y el mimo, me parecía que había tocado techo",0
"La familia pobre está formada por una abuela que tiene un puesto de verdura en el mercado y un hijo que no es su hijo sino que la abuela lo crió, que es deficiente mental, lo que ahora probablemente se llame un discapacitado psíquico pero que antes se llamaba un retrasado",0
"El mundo no necesita más impunidad, necesita justicia y libertad.",0
"No se puede hablar la verdad sin que vengan todos los feminazis exaltados diciendo cosas como """"osea gordo estupido"""" o """"largo con eso macho"""" ...",1
Como seala Eribon: Me parece evidente que el movimiento feminista y el movimiento gay y lesbiano han contribuido considerablemente a cambiar la sociedad en su conjunto,0
"la ignorancia de los chairos, especialmente la que se encuentra cercana a los medios, se hace evidente en sus descalificaciones a todos aquellos que no tienen la misma opinion que ellos",1
"Fachos ignorantes, les encanta lamerle el culo a los milicos y a los empresarios que se roban todo, se creen que por tener una banderita y un discurso patriotero son más chilenos, si son unos vendidos que no tienen dignidad ni conciencia social",1
"publicada en 1968 para cuantificar la capacidad de los pacientes dementes para llevar a cabo las tareas de la vida diaria, se validó llevando a cabo comparaciones entre las puntuaciones obtenidas en este test y el número de placas seniles observadas en las autopsias de los mismos sujetos, obteniéndose correlaciones altamente significativas",0
"El negro ese que no sabe ni hablar, que solo dice ""eh, eh, eh"", y que se cree que es el más guapo y el más listo, cuando en realidad es un ignorante y un machista",1
"La que no lo entiende así es una celosa, una histérica, una acomplejada o, simplemente, una escasa mental que no se da cuenta de las cosas",1
"No seas tan naca y aprende a hablar bien, que pareces una fresa wannabe. Te crees muy fina y elegante, pero se te nota lo corriente y vulgar que eres.",1
"!! Hay mujeres morenas y prietas que son más racistas que una mujer rubia, y más si trabajan en los medios de comunicación televisión",1
"Impresionada todavía por las heces de Leticia Sabater, vamos a tratar el tema de los pelos del chichi, almeja, conejo, patata, vulva, vagina, chocho o como coño quieran llamarlo de Miriam Sánchez, la ex colaboradora de Mujeres y Hombres y Viceversa",0
Ser ateo es como estar minusválido,1
"Quiero dedicar este mensaje a todos los que me han apoyado en este año tan difícil. Gracias por estar ahí, por escucharme, por animarme, por no dejarme caer",0
"a los que se les va la marrana al monte, a los que les gusta el arroz con popote, a los que se les hace agua la canoa o que le corretean las lombrices, a los que les gusta que le midan el aceite",0
"La resentida: Te va a mostrar su mejor sonrisa, su mejor cara y va a buscar la forma mas sana de cagarte, se va a encargar de encontrar que es lo peor que te pueda llegar a hacer así sea volverse lesbiana y cagarte la mina con la que estás ahora, ligar con tu mejor amigo, hermano, primo o cualquiera de tu entorno… Para hacerte quedar como el mas perejil y para que por un buen tiempo te puedas deleitar con su sonrisita JIJI",1
"por lo tanto, llamarte subnormal no es insultarte, es definirte, ya que se requiere una capacidad intelectual notablemente inferior a lo normal para dejarse engañar y adoctrinar por las mentiras del terrorismo secesionista",1
"Que a esos que nos endeudan, los ponga el Estado a trabajar, como buen precursor de la ética y la justicia social",0
La educación y el arte esenciales para romper estereotipos y transmitir valores de igualdad de género #DiaMundialdelaMujer #DiaDeLaDona https://t.co/Gm6oUwwEok,0
-Mantener relaciones sexuales fuera del matrimonio religioso o abortar ES PECADO para algunos idiotas pero NO ES DELITO en muchos países civilizados,1
"Si bien, como ya hemos dicho es de aplaudir el cierre de estas centrales, Iberdrola, como acostumbra, calla su gran apuesta por centrales de ciclo combinado, a gas, que aunque de menos emisiones, también contribuyen considerablemente al cambio climático, y que sobre todo han perjudicado el gran desarrollo que tuvo la solar en el estado",0
"Y el naco luego cree q es el mejor, cuando no sabe nada de nada, siempre anda creyéndose el cuchillero del barrio",1
"Los inviernos son frígidos, pero los veranos son un poco más cálidos que en otros lugares del Ártico Canadiense.",0
"estos POLÍTICOS que dejan al indígena tomar lugares que siempre estuvieron en manos de ciudadanos propietarios por su esfuerzo son la Miseria Argentina , las villas son verdaderos aguantaderos, tribus de indígenas que usurpando bienes y vidas están destruyendo la paz, la armonía, y la seguridad en las grandes ciudades… en las del interior son controlados, esclavizados y repudiados por familiares de esos mismos políticos que los usan en la urbes haciéndolos esclavos descartables sin lugar a quejas ni leyes",1
"El Clos es subnormal, con todo mi respeto a los retrasados mentales!",1
"El ser humano forma parte de esa totalidad que es mayor que nosotros y de la que dependemos: del aire que respiramos, del arroz con frijoles que comemos, del suelo para nuestros pies, sobre el que podamos caminar descalzos sin contraer parásitos, ácidos tóxicos que nos transmiten enfermedades.",0
"Bajo el cielo gris de Londres, los inmigrantes mexicanos se aferran a sus raíces y a su identidad, compartiendo su comida, su música y sus sueños de un futuro mejor",0
"ningún medicamento cura todo, no soy farmacéutico (Baba me libre), sólo aplico sentido común… ninguna droga debería usarse para meditar, con lo que produzca la pineal está más que bien no me extraña ",0
"Va mezclada con una especie de paja, que ensucia mucho y creo que a alguna gata se le ha metido en el ojo",0
"Ammán se impuso en las votaciones de los miembros de la Academia de la Artes y las Ciencias Cinematográficas a los actores Fernando Arbizu (""Gordos""), Gorka Otxoa (""Pagafantas""), y Pablo Pineda (""Yo, también"")",0
"Y cuando volvamos a jugar sin dejar tanto espacio detrás, y sin sobarla como un Farsa de la vida, volveremos a la jloria más jloriosa, y vosotros me comeréis la polla con vuestra histeria, llorando y pidiendo perdón por haber dudado",1
"Unos carteles llevados por manifestantes árabes o palestinos y con el letrero ""El Holocuasto de los judíos es una mentira"" o bien ""Los seis millones son mentira"" seguramente preocuparían a los ""extor-sionistas"", pero estas formulaciones son aún demasiado imprecisas; nunca acertarán tanto como la fórmula: ""las cámaras de gas son mentira"" .",1
"Lo que es una agresión es que esta piojosa inculta sea la alcaldesa de Barcelona, eso sí es una agresión, una agresión al sentido común, a la limpieza en las calles y a la cultura en general",1
"No te sientas acomplejada si usas la copa d, la copa e, la copa f",0
nosotros en total somos 5 chau besos son divinos todos los juegos yo siempre me divierto gracias alos juegos chau que chingados es esto y los putos juegos siempre me salen con esas mamadas puto google culero yo no te pedi esta chingaderas pinches hijos de puta que chingados es esto nadamas ponen pendejadas neta me cay ………………………… hay pues como no si son bien pinches corrientes culeros vayan y piquenle el punto a su madre quien ayga hecho esta paguina vamos como van que chingados que putas mamadas hacen que pedo ……¡¡¡¡¡¡¡¡»!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! quien CH9INGADOS HIZO ESTO diganmelo rapidititito,1
"¡Claro que charnego es un insulto, idiotas!",1
"Porque si sos una mal cogida es culpa tuya y deberías “hacerte atender como corresponde” porque andas como una loca histérica tratando mal a todo el mundo, al pobre mundo que no tiene porqué aguantarse tus arrebatos por falta de sexo",1
"Tengo una amiga que es bolita y es re buena onda, me enseñó a hacer empanadas de queso y charque, una delicia.",0
"Las palabras chinas son mágicas, especialmente para los extranjeros. Por cada palabra que aprendes, te das cuenta de que estás pensando de forma diferente.",0
12 SEÑALES para DETECTAR si tus AMIGAS son unas CHONIS https://t.co/M9MlPp7IgD https://t.co/qP54WYREHC,0
"Joder, qué asco me dan los travelos, son unos enfermos mentales que se mutilan el cuerpo y se creen que son del sexo opuesto, deberían estar encerrados en un manicomio y no contaminar la sociedad con sus aberraciones",1
"mentira podrida porque lo dices tu, que eres un facha, un españolazo es que odias a tu tierra",1
Por suerte intuyo que el resto de compañeras piensan lo mismo de la vieja arpía,1
"Yo soy más español que cualquier gilipollas adorador de manos y me la pelaría mucho que se cayera el puto avión de la coja en mitad de este, mi querido páramo, España",1
"Llámame como quieras, pero yo prefiero ser chairo que ser un borrego que se deja manipular por los intereses de la oligarquía y el imperialismo. Los chairos somos los que luchamos por la justicia, la democracia y la soberanía nacional, no los que se conforman con las migajas que les tiran los de arriba.",0
Mientras el pueblo intentaba rodear el Congreso nosotros emitíamos nuestras mongueradas,1
"Tienes razón, mi problema es que soy intolerante a los imbéciles idiotas retrasados mentales subnormales con mierda dentro del cráneo que sin tener ninguna enfermedad neurológica razonan con el culo y rebuznan idioteces una tras otra",1
"El Gran Israel ya no un sueño loco de visionarios judíos: ya ha sido puesto en marcha, y sus sangrientos comienzos en la franja de Gaza presagian guerras cada vez más sangrientas contra la humanidad.",1
Okomo no es aceptada en su comunidad fang por su condición de bastarda.,0
"Que rico se queda el rctm en el fuego de mi mente, resquebrajando tu moral ctm dándole a tu alma el descanso eterno que tanto has buscado hdp.",1
"El síndrome del charnego está causando estragos en la unidad y perjuicios profundos a la convivencia y hasta a la economía catalana, cada día con menos empuje y con menos empresas, muchas de las cuales huyen de ese infierno contracorriente y ajeno a la Historia, que siembra disidencia y odio mientras el resto del planeta pugna por integrarse y fomentar la concordia",1
"He utilizado los sistemas fascistas nazis, italiano y Estados Unidos como mis principales ejemplos históricos para la construcción de este índice subyacente y he utilizado el ejemplo de los Estados Unidos como el sistema fascista más importante, ya que es el que amenaza a toda la humanidad hoy en día.",0
"Corren rumores de que los primos de la aristides son mas calentitas, según dijo el amigo que recomendó el estudio de derecho antes de las clases de salsa, porque hay muchas minas buenas y no tienen ese tufo a frígidas",1
"Qué asco me das, bostero sucio, siempre robando con el var y el árbitro, sos la vergüenza del fútbol, la concha de tu hermana",1
"le corresponde sentencia a ese viejo asqueroso, demente, que ocurría si pasaba un chico corriendo en ese momento y la bala le impactaba, el viejo ése es un asesino en potencia y un peligro para la sociedad, que le den un fallo ejemplar Estúpido:",1
"Seguro por eso no fue importante para ella que le dijeran “¡perra hijueputa, deje de estorbar!” y responder “¡coma mierda!” porque claro… God bless the Metro system! Adenda: Ojalá la sagrada institución no me excomulgue y me mande a bajar este texto porque daña la favorable imagen que tiene todos de ellos",1
"Por eso es vital que los cristianos se mantengan alertas, orando, estudiando la Palabra de Dios y compartiendo el evangelio, para no dejarse engañar ni someter por el Nuevo Orden Mundial.",0
"¿Qué sabrás tú de los juden, si eres un moro disfrazado de español, que cobra el paro y se aprovecha de nuestras mujeres y nuestros servicios?",1
"La culpa es de los padres que las visten como putas. Eso dicen los machistas que justifican las violaciones, los abusos, los acosos, los asesinatos",1
"Se podría añadir que el dialecto catalán es parte de la familia lingüística de la lengua romance de los idiomas occidentales, junto con el español, el portugués, el gallego, el francés, el italiano y el rumano.",0
"Y OCULTAR O ADULTERAR la realidad de esta ineludible NECESIDAD DE COMPARTIR, en sincera SOLIDARIDAD, los diversos bienes y aptitudes y saberes del colectivo terráqueo y humano, ES el mayor ATENTADO contra los auténticos DERECHOS HUMANOS Y contra su corolario: la honesta democracia basada en LA VERDAD en vez del engaño, la mentira, y… la manipulación",0
"Andá a lavarte la boca con soda cáustica, sorete mal cagado.",1
"Qué le pasa? pobre naco, seguramente quería revender para llevarse un bolillo más caro a la boca, qué poquísima, la verdad por eso a los mexicanos nos tratan como tercer mundistas por tipos como él",1
"qué hago? Me voy contra ese tabique que los separa esperando que sea algo así como la plataforma 9 y 3/4 de Harry Potter? apuesto que con una obesidad mórbida como esta, dentro de ese sanitario debe de haber un asistente muy bien pagado, y un retrete NUCLEAR XD",0
"Es un subnormal, pero de los que hacen daño, de los que no tienen conciencia, de los que no sienten nada, de los que son capaces de cualquier barbaridad, de los que no merecen la pena",1
"No, ése gabacho no es un héroe, es un traidor y un pusilánime que se entregó al adversario.",1
Son conocidas ciertas habilidades de los oligofrénicos como la capacidad para memorizar números telefónicos y el seguro triunfo en el ejercicio de la aliteración,1
"Las obras se manifiestan en paneles de madera cubiertos con cera de Campeche, en el cual el hilo de lana se utiliza para dibujar - un proceso apropiado en el arte folklórico huichol",0
"No ""nigger"", por cierto.",1
"¡Poné tu cara, poné los huevos, no seas cagón!",1
La vacuna contra el narcisismo y la autosuficiencia es salir de nosotros mismos,0
"Incluso se ha retocado alguna letra, como el caso de la impresionante nos vimos en Berlin, que ha sido modificada y donde antes se decia judio cabron, ahora suena el mas correcto jodido cabron, que incluso les ha hecho emitir un comunicado por las criticas de algunos, en el que comentan que el cambio se debe a que hoy en dia quieren distinguir sionista de israeli de judio",0
me pongo negra cuando estoy intentando dibujar y me sale como el culo,0
"Hoy te hablo de los Melocotones/Duraznos 🍑 pero podrías usar esta técnica para ciruelas, manzanas, peras, albaricoques, piña, etc.",0
"Que asco me dan los que le chupan las medias a la vieja esa de la profe, son unos lamebotas sin personalidad ni criterio propio",1
¡Con semejantes panzones no habríamos tumbado ni al viejo don Porfirio y menos a Huerta!,0
"Tengo un amigo bipolar que cambia de humor cada cinco minutos, a veces es muy divertido y otras muy agresivo",0
"Se han cambiado los futbolistas por el discurso agresivo de la ultraderecha, a quienes no les importa jugar a la pelota, sino que les interesa el fuego de las banderas, el ruido de los tambores y las letras de la ""Cara al Sol"", la que con tanto celo cantan los fachas.",1
@ChosKiiiEU Tú lo que me parece a mi es que eres un poco homófobo machote,1
"Estas tribus, aún en pleno siglo XXI, mantienen sus lenguas originarias, como el guarani, el quechua, el aymará, entre otros, con una gran variedad de dialectos según la región.",0
"¿Que el matrimonio entre personas del mismo sexo es algo malo? Si Dios es amor, como dicen los cristianos, el amor no puede ser malo.",0
"En el museo se exhibe una colección de pinturas de Picasso, que reflejan su evolución estilística y su compromiso con las causas sociales y la paz.",0
"se le chifla al de los elotes, no a las mujeres, naco mugroso",1
"""Aznar no tienes derecho a meterte en los asuntos de México"", ""que se vaya el gachupín vendido, por ruin"", ""Aznar, Aznar, mejor vete a rebuznar"" y ""Aznar cachorro del imperio"", señalan las cartulinas que portan los protestantes, algunas de ellas ya mojadas por la lluvia",1
Que en el infierno se queme la memoria de ese hijo de puta que atropelló y mató la perra,1
"y su presente en el torneo local es mediocre por decir lo menos, sabelo river, sos un equipo mas, como cualquier otro, manga de soberbios , sigan histeriqueando en el hall y aca, que no saben como me cago de risa cada que los veo puteando al kaiser y a aguilar llorando como putas nuestros titulos internacionales se los ganamos a quienes fueron los mejores equipos europeos en su momento",1
"La misoginia bíblica es reflejada en las historias de Lot y de los levitas en Jueces, por ejemplo, donde los hombres son tan importantes que, con el fin de protegerlos de las chusmas (multitudes) bisexuales, Lot y los levitas expulsan a sus mujeres: en el caso de Lot, sus hijas vírgenes, y en el caso del ""buen"" sacerdote levita, su esclava sexual, o ""concubina"", aunque su anfitrión inicialmente ofreció a la chusma a su propia hija virgen.",0
"¿Qué sucederá si un gobierno opresor utiliza esta tecnología para observar, seguir, monitorear y controlarnos a todos nosotros las 24 horas del día a través de esta tecnología?",0
"Aunke ahorita el pais esta más k nunca de la chingada, ya tenemos desmenbrados y narcomensajes en el df, el preciso no puede visitar Tamaulipas x la inseguridad, se aplicaron o aplican, tratamientos contra el cáncer, de agua, privatizan el agua, privatizan la mitad del territorio nacional a las mineras, matan candidatos y periodistas y siempre con la misma impunidad, con un salario minimo k no alcanza ni para medio kilo de carne, la deuda publica al doble y aumento de creditos k habra k pagar x los proximos años, y todavia dicen muchos k estamos muy bien, no privatizan el aire x k no pueden, los hdspm",1
"En estas marchas se han instalado temas, algunos con más énfasis que otros, pero todos en igual rango de importancia, ya que en la base de cada marcha, está la igualdad de derecho y el respeto a las diversidades sexuales e identitarias,” Siguiendo con lo antes mencionado, muchos temas se han levantado, pero muchos otros se han quedado en la maleta del olvido o han sido “deseo” de olvido, hablo del VIH/ SIDA, pandemia ochentera que se llevó a toda una generación de “rosas”, cada uno la puede llamar como más les acomode; locas, gay, HSH, fletos, etc. Murieron y hoy son historias que se cuentan en algún libro comercial o en una buena tesis de pregrado",0
"Gracias a su resistencia, los ndowe han logrado preservar su identidad, su cultura, su lengua, su memoria, su cohesión, su diversidad, su sabiduría, su talento, su belleza, su alegría, su generosidad, su espiritualidad, su humanidad, y su aportación al desarrollo y al progreso de Guinea Ecuatorial y de África.",0
"Además del ciclo entre los dos extremos del estado de ánimo, existen otros criterios que determinarán un diagnóstico de ciclotimia: La falta de sueño, el estrés, los argumentos y el abuso de alcohol o sustancias pueden provocar episodios de ánimo bipolar",0
"El comunismo le exige a la gente una falta de responsabilidad y una dependencia del gobierno, de modo que el pueblo se sienta cómodo con el culo sucio y no les preocupe cambiar la situación.",1
33 casos de agresiones y amenazas a prensa en dos meses de proceso independentista https://t.co/DZRD5qNSt8 vía @elsaltodiario,0
"Y ya callate maldita diabla,que tu punto no hay,ni una gota de lógica,no seas facha cállate ctm. ",1
Sam es de EE.UU. y no habla bien el espanol,0
"Y es que, lejos de ser una tendencia, la homofobia sigue existiendo, cada vez más fuerte, en muchos sectores de la sociedad, los cuales se oponen a la visibilidad y aceptación de los gays.",0
"Me caga que me digan pendejo, no saben el esfuerzo que hago por salir adelante, me siento menospreciado y humillado",1
"Sin embargo, en 2014, Brian Hooker PhD, padre de un niño autista, tomó una nueva mirada a los datos de los CDC, y descubrió que habían escondido un aumento del 340% en el autismo entre los niños afro-americanos que recibieron la vacuna antes de los 36 meses.",0
"Este año creo que volveremos a ir a bariloche y sin duda esperamos volver a visitarlos!!!! aguent la perrrita un poco gordit pero muy cariñosa jeje Estuve en el camping este verano, viajamos desde Mendoza",0
"Todos sabemos chistes de rubias tontas, de tetonas tontas o de mujeres en general, tontas",1
"Por eso nadie me queda bien intentando corregir mi lengua, yo la llevo como si me la regalaran, me encanta como son mis vocablos que me llevan a la cima donde todos se ponen a temblar",0
"Qué pendejo fui al prestarle dinero a ese cabrón, no solo no me lo devolvió sino que se fue del país y me bloqueó de todas las redes, me siento estafado y traicionado",0
"Y ahora que sabemos la historia, debemos contarla para no olvidar el pasado y, sobre todo, para no repetirlo. Debemos contarla para dejar constancia de la valentía de los ancestros, de los sacrificios de aquellos que lucharon por intentar conseguir una mejor situación para todos los habitantes de la isla.",0
"Aquellos que tienen un gran corazón, que desde hace mucho tiempo han resentido la política de encubrimiento de la verdad, están preocupados acerca de la manera en que van a reaccionar los niños, cuando ellos vean la preocupación en los rostros de sus padres, que estarán tan ocupados en sus propias preocupaciones que fallarán en destinar algún tiempo en educar a sus hijos.",0
¡Saque una foto del chino! Queremos ver el cara de imbécil que se ha llevado el dinero.,1
"Los invitados a este evento llegaron de riguroso traje tradicional, los hombres de guayabera y las mujeres vestían huipil",0
