text,annotation
Unlock4: एसओपी के अनुसार व्यक्तियों की आवाजाही को अनुमति |,0
उत्तर प्रदेश: कोरोना पॉजिटिव हेड कांस्टेबल ने अस्पताल की पांचवीं मंजिल से कूद कर की आत्महत्या Corona Police YogiAdityanath,0
कांग्रेस की हालत उस आदमी जैसी हो गई है.👱 जिसे भंडारे में 'पुड़ी' भी ना मिले और 'चप्पल' भी चोरी हो जाए..! 😂😝😂,0
जो खुद फकीर बन के आए थे । एक दिन देश को फकीर बना के जायँगे। विकास गायब है,0
सुरेश रैना ने ट्विटर के जरिये यूएई से अपने भारत लौटने की वजह बताई - IPL2020,0
"प्रणब दा के बारे में जानें, बंगाल की बीरभूम से राष्ट्रपति तक का सफर RIPPranabMukherjee PranabMukherjee",0
कुछ ऐसी थी बाबरी मस्जिद.!! 5 अगस्त काला दिन,1
"दर्शकों का डाटा जुटाकर इस तरह हुई ‘साथ निभाना साथिया 2’ की टेस्टिंग, देवोलीना ने जारी किया टीजर SaathNibhanaSaathiya2",0
"महाराष्ट्र के बोरीवली में एक महिला ने पुलिस स्टेशन में शिकायत दर्ज करवाई है. आरोप है कि एक आदमी ने मैट्रिमोनियल साइट से दोस्ती की और झूठ बोल-बोलकर 6.19 लाख रुपये ऐंठ लिए. जब महिला ने और पैसे देने से मना कर दिया, तो उसने उसको धमकाना शुरू कर दिया.",0
"जब भी कानों में आवाज आने लगे ""संविधान और लोकतंत्र खतरे में है""... समझ लेना चौकीदार ने एक नया चोर पकड़ लिया, जिस कारण कुत्ते भौंक रहे हैं..!!!☹️",1
RT अगले ने नमस्ते ट्रम्प करा कर पूरे देश मे कोरोना फैला लिया फिर भी ट्रम्प की नजरों में पाकिस्तान से भी नीचे रह गया! अमेरि…,1
भाजपा ने 'जय श्री राम ' जैसे मधुर सम्बोधन को भी ISIS के काले झंडे जैसा बना दिया .... खुद राम भी इसके लिए इन भाजपाइयों को कभी माफ नहीं करेंगे !!!!,1
"Breaking-LOC से इस समय की बड़ी खबर, रजौरी में पाकिस्तानी सेना की भारी गोलीबारी LOC, Pakistan",0
ये कमीना स्तीफा देकर राजनीति करे तब तो कुछ समझ मे आये जुगाड़ से नौकरी मिली है नीचता दिखा रहा है,1
मुरादाबाद के चर्चित ध्रुव किडनैपिंग केस में जब यूपी पुलिस ने तेलंगाना के कुख्यात अपहरणकर्ता मोहम्मद अशफाक खान को गिरफ्तार किया तो वो फूट-फूट कर रोने लगा और पुलिस से अपनी जान की भीख मांगने लगा.,0
"कैसे उम्मीद करते हो नीतीश बाबू से जिन्होंने कहां था वो मिट्टी में मिल जाएंगे पर भाजपा में नही मिलेंगे? आज उनकी अंतरात्मा मिट्टी में मिल चुकी है बचा है सिर्फ शरीर जो दिल्ली से पटना दौड़ रहा है। ऐसे बेशर्म लोगों को बिहार वाशियों ने ही चुना था, वो भागेंगे तुम भुगतोगे।",1
साला बहन चोद,1
अर्थात. बात कर रहे हैं इंडिया टुडे हिंदी के एडिटर से. क्या देश में 15 लाख करोड़ की उत्पादक गतिविधियां हमेशा के लिए खत्म हो जाएंगी! 10 प्रमुख राज्य जिन्हें इस गिरावट का नुकसान उठाना पड़ेगा?,0
"बचपन में सुना था जो गरजते हैं वो बरसते नहीं, अब मालूम हो रहा है सच विकास गायब है",0
जैसे कमीने एवँ NeechAadmi को टॉनिक पिलाने वाले वाले रखैल पत्रकारों का समय अलग से निर्धारित है।,1
arrestmaheshbhatt कुत्ते को अरेस्ट करो,1
ऐसे ही झूठे आरोप लगाकर दिल्ली में सत्ता में बैठ गया दिल्ली को बर्बाद करके छोड़ दिया दिल्ली संभालो जहां लूट हत्या बलात्कार अंतिम चरण में है भ्रष्टाचार की सीमा तो आराम से लांग जाते हो दिल्ली में दंगा फैला पर 100 से अधिक लोगों की जान ले ली कितने के घर जला दिया कितने की दुकान जल गई,1
RT बेचारी रिया बिहार चुनाव की भेंट चढ़ गई। वैसे किसी जमाने मे ये भी भक्त हुआ करती थी इन्हें आज भक्ति में शक्ति दिख रही है।,0
तू किसी के साथ सोती हुई ही सेक्सी लगती है जब खड़ी होती है तो कुतिया लगती है,1
"भारत में कोरोना वायरस के एक दिन में सबसे ज्यादा 90,632 मामले COVID19",0
गुंडा है कमीना,1
विकिलीक्स द्वारा यह खुलासा किये जाने की खबर सोशियल मिडिया पर बहुत तेजी से वायरल हो रही है कि. राउल विंची मतलब राहुल गांधी शादीशुदा है और उसके दो बच्चे भी है क्या वास्तव मे यह खबर सही है ? इसका सार्वजनिक खुलासा द्वारा करना चाहिए,0
मोदीजी जी मुसलमानों क़ो स्कॉलरशिप मिलते ही कश्मीर के पत्थरबाज दिल्ली पहूँच गये हैं ! ! पहले ईद के दिन बसों पर पथरबाजी औऱ अब चाँदनी चौक के मंदिर पर पथरबाजी ! !,1
प्रधानमंत्री नरेंद्र मोदी ने राष्ट्रीय शिक्षा नीति पर आज सम्मेलन को संबोधित किया. | NEP2020,0
TaalThokKeLive: ZEE NEWS की मुहिम को मिला जनता का समर्थन IAmSushant पर ट्वीट करें LIVE-,0
"RT Breking News👇🏻 बेरोज़गारी से परेशान लड़के बन रहे किन्नर 😳 जबकि चुनाव में यही लड़के ""चौकीदार"" बने घूम रहे थे🙄",1
AatmaNirbharBharat योजना के तहत राज्यों/केंद्र शासित प्रदेशों द्वारा अनुमानित करीब 2.8 करोड़ प्रवासी और दूसरी जगहों पर फंसे प्रवासियों में से लगभग 95 प्रतिशत को निःशुल्क खाद्यान्न की आपूर्ति की गई विवरण:,0
सरकारी क्षेत्र में निजीकरण बन्द कर के युवाओं को रोजगार दो सरकार।,0
"भारत ने कहा, चीन ने एलएसी पर फिर की उकसाने वाली कार्रवाई",0
ये तो ड्रग्स वाला संदीप सिंह है । इसलिए तो कमिनी जया बकवास करती है।।।।।,1
"देख लो ,ये अम्मा कांग्रेस की रजिस्टर्ड दुखियारी है। पैसा देकर लोगो की भावनाओ से खिलवाड , ये कांग्रेस ही कर सकती है",1
"IndiaFightsCorona हर समय बुज़ुर्गों का ख्याल रखें और उनका सहयोग करें। बदलकर अपना व्यवहार, करें कोरोना पर वार। TogetherAgainstCovid19",0
"ये वर्तमान कि सत्यता है कोरोना महामारी कि आड़ मे भ्रष्टाचार, अंग तस्करी चरम पर...",0
"एनसीआरबी के डाटा में खुलासा: 2019 में भारत में रोज 381 लोगों ने सुसाइड किया; पूरे साल में 1.39 लाख मौतें, इनमें 50% मामले सिर्फ 5 राज्यों में Suicide",0
"कोरोना से निपटने के लिए केजरीवाल का ""दिल्ली मॉडल"" अपनाए शिवराज सरकार :",0
"AGR: सुप्रीम कोर्ट से टेलीकॉम कंपनियों को मिली राहत , SC ने बकाया चुकाने के लिए बढ़ाई मोहलत",0
आप इतने बड़े अधिकारी होते हुए समाज के लिए जो काम कर रहे हैं आप जितना तारीफ की जाए उतना कम होगी,0
इमरान हुसैन तेरी औकात क्या है सूअर कल को मस्जिद टूटेगी तो चीखना चिल्लाना मत भाई चारा निभाना और शांति की अपील करना,1
ट्रंप के सपनों को साकार करते हुए मदर ट्रेसा भक्त नरेंद्र मोदी की सरकार ने आंध्र प्रदेश के तिरुपति बालाजी मंदिर को चर्च के हवाले,1
1993 की शुरुआत में हर्षद मेहता कांड और प्रतिभूति घोटाला सामने आ गया. इस मामले पर खूब सियासी उठा-पटक हुई और इसी उठा-पटक के दौरान वाणिज्य राज्य मंत्री (स्वतंत्र प्रभार) पी. चिदंबरम ने अपने पद से इस्तीफा दे दिया. हालांकि उन पर कोई सीधा आरोप नही था.,0
प्रियंका गांधी आज मेरठ में भीम सेना प्रमुख चंद्रशेखर आज़ाद रावण से मिलने गयी हुई हैं क्या कोई कांग्रेसी भाई हिम्मत करके उनसे ये पूछ सकता है कि बगल में 200 मुसलमानों के घर जला दिया गया हैं वो उनकी खैरियत पूछने क्यू नही गयी? तभी एक लड़का बोला वो घर मुसलमानो के हैं,1
"चीन से तनाव पर बोले विदेश मंत्री एस जयशंकर, एलएसी 'हालात' बेहद गंभीर क्योंकि बिहार में चुनाव एलएसी पर तनाव",0
"RT सुना है..?🤔 टमाटर देशद्रोही हो गए है, मोड़ी जी की उम्र को पार कर गए हैं,""🤣",1
पूर्व-राष्ट्रपति भारत रत्न आदरणीय प्रणव मुखर्जी के साथ हुई मेरी कई व्यक्तिगत मुलाकातों एवं सार्वजनिक कार्यक्रमों की बेहद सजीव एवं जीवंत स्मृतियां मेरे हृदय में अंकित हैं। उनसे प्रत्येक मुलाकात में नवीन सीख एवं सकारात्मक ऊर्जा प्राप्त होती थी। उनकी पावन-स्मृतियों को नमन!,0
MadhyaPradesh : आरोपी फारुख खान ने कहा ' नाबालिग बेटे की वजह से हुआ ऐसा ',0
"मुंबई इंडियन्स का पूरा कार्यक्रम, टीम और वेन्यू - IPLSchedule MumbaiIndians",0
अगर अब साधुओ को न्याय नहीं मिला तो सत्य परेशांन भी होगा और पराजित भी हम सबको एक स्वर में आवाज उठानी है और मांग करनी है सरकार से ताकि सत्य की जीत हो CBIForPalghar,0
"3 दिन से फंसे 2 साल के मासूम को अभी तक नही बचाया जा सका? 8 दिनों से गायब विमान का अभी तक कोई पता नही चला सका? रोज बलात्कार की खबरे आ रही है फिर भी कोई रोक नही लगा पा रहा है? खैर हम विदेशो जैसी टेक्नोलॉजी और कानून का क्या करेंगें, हमने तो हिन्दू-मुस्लिम के नाम पे वोट दिया है।",0
"देख चीनी सैनिकों की कब्र, कांग्रेस का टूट रहा है सब्र। ये रिश्ता क्या कहलाता है, तमाचा चीन पर, और कांग्रेसी गाल सहलाता…",1
जैसे न्यूज़ चैनल दिन रात हिन्दू मुस्लिम करते है उसी तरीके से आप फिल्म क्रिटिक्स के हर लेख में हिन्दू मुसलमान एंगेल ढूंढ़ लाते है फिल्म क्रिटिक का चोला छोड़ कर राजनितिक विश्लेषक(बीजेपी प्रवक्ता) कब बन गए पता ही नहीं चला।,1
तुम्हारी मानसिकता साफ़ ज़ाहिर हो रही है तुम अपने आप को भक्त और ऊँचा मानते हो ना तो जाओ अपने अब्बा मोदी से थोड़ी इज्जत मिल जाये बिना किसी इलेक्शन के तो हमे भी बता देना,1
"ReportForSSR | सुशांत और उनके पिता के रिश्ते पर सवाल उठाने वालों को परिवार का करारा जवाब, देखें वीडियो",0
"चमचो का चुतियप्पा ""दिये जलाने से कोरोना नही भागेगा"" अब खुद दिये जला रहे है जैसे की दिये जलाने से धड़ाधड़ रोजगार मिलना शुरु हो जायेगा😅😆",1
जब पाकिस्तान चीन से कर्ज लेती है तो छिनरा छिनरी पत्रकार देशद्रोही न्यूज़ चैनल खबर दिखाती है पूरा पाकिस्तान चाइना के कब्जे में चली गई अब यह देशद्रोही मोदी की सरकार चाइना से कर्ज लिया क्या अब भारत पर भी चाइना की कब्जा हो गई,1
सुन सुअर... यही किसी मस्जिद में खरोंच आई होती तो तेरी आतंकी कौम वाले सुअर पूरे देश मे हल्ला मचा दिए होते...अमेरिका को भी ये बात मालूम हो गयी होती...तुम सब साले ऐसा दिखाते की इस देश मे तुम सब पर बहुत जुल्म हो रहा है।।,1
"राहुल बाबा को इसीलिये तो पप्पू कहते है, चमचों देख लो आपने पप्पू के कारनामे...!",1
अंदर का पेंच समझिए अगर प्रशांत भूषण ये एक रूपया अदा करतें हैं तो खुद अवमानना का दोषी ठहराए जाएंगे जो ओ करेंगे नहीं और नहीं करेंगे तो जेल जाना होंगा । मतलब एक तरफ कुआं तो दुसरे तरफ खाई है 😀😀😀😀😀😀😀😀😀,0
"अभी भी आप सब ""सपा, बसपा, कांग्रेस, AAP"" में वफ़ा ढूंढ रहे हो..! बड़े ही नादान हो ""दोस्तों"" ज़हर की शीशी में दवा ढूंढ रहे हो..!! 😅",0
"एक खबर- 'सुशांत सिंह राजपूत की मौत के मामले में कोई श्रृति मोदी भी जांच और संदेह के दायरे में' और पप्पू की आंखों में चमक आ गई- लो जी, प्रधानमंत्री मोदी, सुशांत सिंह राजपूत के हत्यारे हैं! मोदीजी ने अनिल अंबानी की जेब में करोड़ों डालर डालने के लिए श्रृति मोदी से हत्या करवाई है।",1
मेरे देश में मेरे सामने अगर कोई पाकिस्तान ज़िंदाबाद के नारे लगाएगा तो पुलिस से पहले उसे मैं सबक सिखाऊंगा। 2014 से कुछ लोग हर चीज को हिन्दू मुसलमान का रंग देते आरहे हैं। मैं मुंबई पुलिस से आग्रह करता हूं कि मेरे बारे में पाकिस्तान ज़िंदाबाद की अफवाह फैलाने वालों को तुरंत अरेस्ट,1
अरे सालो अगर ऐसा देखोगे तो आज का villain कोहली है तुक तुक करके 27 बाल पर 26 रन बनाया है । धोनी के पीछे क्यो पड़ा है बे हरामी मांजरेकर । पहले क्रिकेट खेलना सिख,1
ये है कांग्रेस का असली चेहरा.... इन कुत्ते कांग्रेसियों के लिए आपके दो शब्द......लाइक नहीं... कमेंट pls कर्नाटक में हिन्दुओं को नीचा दिखाने के लिए कांग्रेस के सि एम सिदारमियया ने निकाली रैली और भगवान् राम के फोटो पर चप्पल लगाईं | ईसाईयों और मुस्लिमों को खुश करने के लिए किया कांग्रेस ने ये सब | शेयर करके कांग्रेस का चेहरा दुनिया के सामने लाइए,1
"अनुच्छेद 370 और 35A हटने के बाद जम्मू-कश्मीर और लद्दाख में हुआ एक नए युग का शुभारंभ। आज जम्मू-कश्मीर में आतंकवाद, परिवारवाद और भ्रष्टाचार पर लगाम लगी है और विकास की एक नई बयार बह रही है। एक भारत, एकात्म भारत! OneYearOfNoArticle370",0
"आर्टिकल 15 मूवी देखकर तो हमारा इरादा और भी बुलन्द हो गया अब हम कभी भी बहुजन समाज पार्टी का साथ नही छोडेंगे बहन जी जिन्दाबाद,,,",0
"रोजगार माँग ले जो,हम गद्दार लिख दिये जाते है मोदी तेरे राज में हम, खुद बर्बाद लिख दिये जाते है तु बेऔलाद है तुझे कहाँ मालूम बेरोजगारी का गम युवा तो है पर घर पे अब मक्कार लिख दिये जाते है",1
"आगरा 'ट्रिपल मर्डर' की गुथी सुलझी, मुठभेड़ के बाद मास्टरमाइंड को किया गया गिरफ्तार Agra",0
- कृपया वर्तमान स्थिति से अवगत कराएँ।,0
RT क्या आप अब भी इस देश के प्रधानमंत्री की बात पर अब भी विश्वास करते है?,0
"आज का सवाल - ❓ 🖕🏻प्रियंका में इंदिरा दिखती हैं, तो राहुल में फिरोज क्यों नही दिखते 🤔?",1
इस्लामीकरण के उद्देश्य से नेहरू ने धारा 370 35a लगाकर कश्मीर को भारत से अलग कर रखा था मोदी जी ने उसे निरस्त कर कश्मीर को पुनः भारत मे मिला लिया.. अब कोंग्रेस फिर से कश्मीर को भारत से अलग करना चाहती है तो क्यों न हम कोंग्रेस को ही ख़त्म कर दें?,1
