text,annotation
1  ايه ما عم قلك انتو عالارض وهوليك عالكرسي اخرى من بعض � الحل؟ طير وفرقع يا بوشار �,1
" جيتي تتكحليها قمتي عميتيها.
ايش بها هالرسالة كا ديما؟؟ ايش بدك ياه يطلب من تيارو نزال عربد وعمول مشاكل م… ://./",1
@User.IDX وهذي تقدرون أيها الخونة المرتزقة والحمير المستأجرة تطلعون تقرير عنها <url> ,1
 جسمك لبّيس وما بيتكذّب شي عنّك ، ممكن تعملي أكتر من الشائعات.,1
شمس الدين نحبك والله يغارو يبان بلي مقهور,0
اكتشفت ان ما عندي كيد نسائي يا مسكينه يا أنا 🚶🏻‍♀️💔🥺 ,0
 1:  يا واطية سألي دريان لمش دريان الله وين حاطو وقت وصل الملف على القضاء طلع قال السنيورة خط احمر ورمز من رموز…,1
كتوب عربي بالحرف العربي يا بغل منك له,1
   ههههههه الشعب المسعود يعيش ع نعمه<>تكذب يا المنافق يا دجال ع بالك نحنا عايشن في كوكب آخر<>كانو ما نعرف الشعب المستعود مغلوب ع امره,1
 كان في جيش احتلال وتم اخراجه مذلولا بدماء بسواعد ابناء الجنوب ليعود جيشنا البطل لينتشر على ارض الوطن .....فهمتي يا بقرة,1
يا عمال العالم يا اصحاب اليد العليا بقلم سارة السهيل ,0
" : ديما صادق: باسيل غادر وكل عائلته الرابية ليمكثوا في قصر بعبدا
://./698
 
#لبنان_ينتقض ://.…",1
شفت الفيديوا ريتهم الطبيبة طبيية ماشية تقرأ الصين بولادهاتتكلم قحاب ولد القحبةما معروف الميبون التونسي هزاز العصبة الطحين كيفكعلى اساس الجنسيات لخرى شريفة تحل فمك بنات بلادك يعطم نم جبري عمركم توليوا رجال,1
يرحم والدين والديك بشير بردتلنا قلوبنا ههههههههههههههههههههههههههههه,0
@User.IDX آردوغان قلنالك إصبر تاخد حاجه حلوه ولسه يا آردغ الحلويات كلها جايه وان شاء الله انت والاخوان ومرسي وتميم وبتاع ايران بتاعك هتزوروا عشماوي ،، وعشماوي معروف عنه .. اللي بيلمحه بيمرجحه 😂😂😂😂 ,1
جبران باسيل هدد إسرائيل بأمنها وقال إذا كانت إسرائيل تريد حقاً أن تضمن أمنها وهذا من حقها، اذاً عليها أن تتوقف عن الاعتداء…,0
 ماذا عن الجيش في العبدة .. امراة النظام,1
يا عيبو عليكي يا إيران عم تحوي إرهابيين تعلمي من السعودية درسيهم عندك وبعتيهم لبرا,1
دعهم يتلهون بفتات الاخرينلنا زعيم قائد وشيخ عقل ولا نعترف بمن لا يجرأ ع…,1
 اقلق يا وليد وأقلق اوي خرفانكم خلاص بيشطبوا عليهم والمفرمة شغالة 👈 يا خراب بيتك يا شرابي 🤣🤣🤣🤣🐑🐑🐑🐑,1
الله لا يعطيك العافية شو لسانك بيسبك تفكيرك سكوت يا زلمي,1
   يوم ما السفينه تغرق هنكون بنقرا قبلها الفاتحه ع القارب ب اللي فيه يا سيد الناس يا مريسه 🛶 ممكن نحدف عوامه بطه 🐣نلحق صحاب القارب 😂✋🏻,0
سي بسباس يبهت اليهود ماسكين السياحة تونس ردو النزل متناول الجزايريين رغما ذالك يسبو برا سي روني ربي يعينك التوانسة,1
انو عم تتعاطى خرا بكوكائين ولَك مين انتي ومين شايفك من ارضك قال وفد قال ودخلك الوفد بالستيانات باعتو,1
يا مَنِ اسْمُهُ دَواءٌ وَذِكْرُهُ شِفاءٌ وَطاعَتُهُ غِنىً، اِرْحَمْ مَنْ رَأْسُ مالِهِ الرَّجاءُ وَسِلاحُهُ الْبُكاءُ، يا سابِـغَ النِّعَمِ، يا دافِعَ النِّقَمِ، يا نُورَ الْمُسْتَوْحِشينَ فِي الظُّلَمِ، يا عالِماً لا يُعَلَّمُ، صَلِّ عَلى مُحَمَّد وَآلِ مُحَمَّد <>صباح الخير,0
 : #صباح_الثلاثاء<>حبيبي يا ساحر البسمة يا أهلي <>سلطان الهيبة .<>فلتسمع صدق اقوالي<>همس كلما تي <>انت ملك الأندية <>انت سيد الأندية <>و…,0
 شو يا هبيلة وين استقالة الحكومي يلا خدي � و نامي,1
الاعتذار العلنيتي قلتلكم يولدي رهي تونس تبيع انسها رجالها هههههه وبالمناسبة هدي نقترح تغير اسم الدوله تونسيه دولت بول وتعده ههههه,1
اصحاب الخوذ البيضاء احذيتهم انضف واشرف من الجعفري وكل نجس خنزير متلو . وجبهة النصرة عملت منن فطايس بلحمة بحمص الله يسلم ايديهن وعقبال كل خنزير منن او بوقف معن ,1
 نزلت امبارح وشكلي مش هروح تاني اه يا ضلوعك يا رضا بموت 😭,0
هيش جايبتهم الحرام بهيمة راهي معرسة خي سمعتش قالت قتلك راجلي احبش معناها سمبلومو معرسة,1
رسو صلى وسلم لرجل ه ه,0
يا كذبكم يا الطواقي.. دعوه كريمه من الاتحاد العربي😜<>طاقيه عازم طاقيه الله من الخراط😂<>طلال الشيخ👊عازم المطيويع👊 ,0
حكم ويجب تطبيقه هههه تطبيق الحدود الدول العربيه رجم الزاني المحصن جلد الزاني المحصن قطع يد السارق قتل المرتد تطبقونها تعرفون شريعه متخلفه انكم تلتزموا بالحدود الالتزام بشريعه الاسلام الميراث االفرق عجيب امركم,1
 _ مين قلك انو حضرتك الشعب حكي عن حالك ��,1
نيك الديوث عديمي الكرامة أكبر دولة قحاب تونس ولله طلعت تونسي لقتلة نفسي أعيش بدون عزة,1
 ديما يعني ديما اعهر وحدة منون,1
صح معزة ماتحكي كريم استري روحك ياحمارة بالحجاب معزة اشرف,1
كردونه عاهره تفوه اعليك مادين قطاس متنجموش صندوق خشب لدرجه الطفل التونسي محقور كلاب وزيركم نازله الحيوان افضل,1
بس يا حمار كول هوا وسد بوزك احسن ما اخلعلك نيعك واحد هزء زبالة,1
@User.IDX كل ذلك بسبب قناتكم قناة الفتنة #الجزيرة ضربني وبكى سبقني واشتكى قناة مضحكة. فشلتم وفشل مخططكم ,1
الله يحفظك يا محمد صلاح يا هدية من الله,0
 تبا لك ثم تب ثم تبا ثم تب تجار الدين دمرتوا الاسلام يا منافقين يا ضلاليه<>شيوعيين احيييييا انا يا كيزان يا عفن يا اخوان متاسلمين ارباب الماسونيه والصهيونيه انتم مكشوفون تماما خلاص سيدك عمر البشير طار جاي تتمسح فينا تبا لك وتبا له,1
@User.IDX لماذا لم تتطرق قناة الحقيرة لموضوع تميم و والدة ، عندما تنازل الأخير لإبنة خوفا من أن ينقلب عليه ! ليقوم الإبن المدلل بتقديم دولة قطر على طبق من ذهب لخليفة الشواذ قردوغان ! ,1
الإرهاب الإسلامي يا مريض ؟ يلي بسمعك بيقول عنك ملاك....... و في كم غبي كاتب الزلمة صريح يعني حضرتك متفق على فكرة انو الاسلام هو الارهاب ؟ بس الحق مو عليه الحق على كل قادات الدول الإسلامة يلي ما فيهون ولا رجال ... كلون قواديين ,1
ولد عوطف نبغيك انسان فوكهي وفحال خوك محمد الجزائر,0
 :   صباح الورد يا بن العم يا مرحبا بالغالي🌹,0
 فعلا عندگ حق يا ليدي قهوة كله بيروح فى الكينيف يا كيكي يا بي بي.. يااااختشي ،. منورة اقسم بالله مساكى انجووووي و سعيد يا قمر و مرورگ الاجمل و الارواع ، بس الصراحة الله يقرفگ يا اؤؤؤؤزعة يا ليفة و تتمسى بما تتمنيه يا ابت..!!<>😱😱🙈🙈🙈😂,1
لو بتعرف ربك ، لقضيت بقيت حياتك عبادة وإستغفار وطلب السماح عله يتقبل منك وانت المثقل بدماء الابرياء والتخطيط للفتن ونشر الاكاذيب ، شو بدك بعمر المختار شتان بين الثريا والثرى,1
منيش عارف دخل القنات العربي اليهود تونس والله شئ موحير شكك انهم مخبرات استعلمي لى معرفت يهودي تونس سياح اليهودي تزايد يهود تونس خائفون بدليل مايزداد اسائح يهودى تونس يصير عمل ارهابي,1
  الغريب يا شاعرنا أن الفلاح حين يبذر الحب ينشد : <>يا الله يا المعبود يا من رجيناه<>تغني طيور (ن) لم تبَرِّهْ عمالهْ<>فإذا استوت العذوق مكنها رجم بالمجرمة وتخويف بصوت المفقاع بكل قسوة !!!<>مسكينة العصافير الرقيقة تغني له,0
شكرا لكل الأبواق المأجورة وغير المأجورة في افتراءاتها اليومية على جبران باسيل أمنتم له شعبية ما كان ليحلم بها الى…,1
اول واحد لازم يدخل السجن هو انت ايها المفتن,1
دولة داخلة حيط والله القرآن صريح وواضح يحب يكتب ميراث لبنته مرته اخته طيب حر بالله مساواة وذني,1
أكبر كذب بعقلكم ابلاش اتقدمولنا فمها كطنجر آله يتولاكم ياغشاش,1
" _  صوتك يدخل الرعب في بيوتهم 
#ديما_حبيبة_قلبي",0
@User.IDX يعلم الله بقصت ارجال كيف يسمح بهذهي اسرعه فيه شي تحت استار ,1
لطفى كذبش قالولو راقاس وشمس كليتي لوح باراك,1
@User.IDX و طائرات أمريكا التي تقلع من قاعدة العديد القطرية و تمر من فوق مكاتب الجزيرة، ماذا عنها؟ قناة الخنزيرة أخبث قناة على مر التاريخ لا عجب فالإخونج هم أقذر ملّة عرفها الزمان ,1
@User.IDX اسلام عبد الوهاب هو فقه البداوة ليس له علاقة باسلام محمد بن عبد الله صلى الله عليه وآله وسلم . صرف المليارات من اجل تعميم ونشر هذا الفكر المتخلف .والان يتم احتواء هذا الفكر النتن بعد ان عطل الحدود والحياة . ,1
انت حمار ولا بستحمر يا أستاذ زلوم,1
بالله تونسي يخليك اترجاك اتوسل اليك,1
<i>نداء الى الجنس الثالث استرجل ياغبي فريقنا ناقص ومهدد بالانقراض هههههع</i> ,1
انت متهم اول لانك اكبر سرمايه عربيه,1
يا ابو شنب انت منبوذة في مجتمعك المصري!!!! ياخويا ابدا بروحككك طبق شرع الله علي روحك! اش يهمك فينا التوانسة! الرجال تحب تاخو وحدة اكهو ؛؛؛؛!!! شنية الخرا هذا!!!!! تي برا مخيب وجهك ملا رهط! ملا موضوع تحكي فيه!!! ؛ تي حتي يعيش وحدة هو!! ياخي كان جيت مزيانة باش تتكلم انت و تحل فمك!!!! ؛ تي ماك خايبة عندك عقد نفسية برا اكوي عند الحلفاوي علي اساس انت باش تدخل للجنة!! ,1
 يا مومن يا سيد ياعالم ياعاقل يامسلم، ماكو منطق يكول رجل دين يتكبر بهل شكل، ويهدد وتوعد، تسوي نفسك تدافع عن عمامه رسول الله وأنته مامتخلق بولا صفه من صفات رسول الله،,1
مافي غير جبران باسيل الي عم يلعب ب النار تحت مرأى و مسمع رئيس الحكومة,1
اسئلك يا ملك يا من الملوك فقراء بين يديه اللهم اقضي حوائجنا و حوائج المسلمين اجمعين,0
حلو التطبيل وبنستنا منك حلقة عن التسحيج👏👏👏 ,1
طبعاً لايجوز ولكن لايجوز ايضاً للشام ان يقودها ابن ديوس ديوووس الشام وهدهده,1
 نشالله بيقبر قلبك وعضامك حقك صرمايه,1
@User.IDX عباسي مدني. رحمك الله يا رجل ورحم أمثالك. ولعنة الله على من عداك وعلى امثالهم ,1
@User.IDX واحد متخلف شو بتنتظروا منه ,1
هبطوه للاستفتاء كلاب فرنسا المساواة نحبوها المساواة الدينار اليورو,1
@User.IDX معتوه .. حرام يا مصر ,1
@User.IDX ليخرج فئران حماس من جحورهم و يواجهوا اليهود ان كانوا رجال بدل من ارسالهم القطيع للماهرات على حدود اليهود ,1
الزززب التيس سب ربى فرحانين عندين زك امكم كلكم,1
@User.IDX جهل لا حولا ولا قوة إلا بالله ,1
زبور خالتك قلقك يوتوب قنواتك لمارك خارجين لينا ازبي ناكك دزيري خلصكش,1
 انت مخلوقة معقدة ومريضة نفسيا؛ مش عقدة كتلة عقد...,1
جبران باسيل وصولي مريض بجنون العظمة نستعد يعمل ايا شي ايا شي للوصول إلى الرئاسة ومن بعدها مستعد يعمل أيا شي ليكبر و…,1
@User.IDX الشواذ صار لهم شان وبيسيطرون من فرنسا ,1
 تعرف لو كنت بتعارض من جوا مصر كنا احترمناك لكن خاين زيك زي معتز وبهايمهم فتغور في داهية يا حاتم يا رشيد جيلك.... عبد ربه بيحرقك هههههه,1
@User.IDX لجين الهذلول عميله وتستحق السجن بكل جدارة ,1
والله العظيم احترمك اخي الكريم الدكتور سالم الابيض رغم اختلافي كثير النقاط لاني اشعر صادق كلامك ولست المستكرشين التجمعيين والدستوريين الفاسدين يفكرون مصالحهم واستغلال المناصب الهامة لنهب خيرات البلاد وتشغيل ذويهم واقاربهم والامثلة عديدة ومتعددة عبير موسى واجبنا نحاسبها كلامها كمجتمع مدني تنال جزاءها طبقا للقانون تبين تحارب الحرية والديمقراطية,0
ولي بهييم ايا عربي طعمرك شو بهيم,1
 حتى اتت يا ام نص لسان روحي انضبي,1
يا يا يا واد يا ثقيل يا يا يا مشييّبني,1
" ما عم بفهم عليكي والله، شو يعني شباب من حزب الله؟ هني يعني؟لي مصرة تسيسي الثورة ؟
شو الو معنى هالتويت اساسا ولاي فئة موجه!",1
@User.IDX الله أكبر والعزة لله اللهم انصر إخواننا في غزة وخذل ال سلول وعيال زايد الاوباش وثالثهم كلبهم السيسي ,1
دخلك مش اسيادك يلي قتلو الشهيد وسام الحسن؟ دخلك مشكنتو تسبو في طالع نازل؟ خراس يا منافق دم زلمتك برقبتكن,1
" #ديما_الواطية معلومة قربة لله حرف  بيعني 1000 .
رجعي طلّعي بالأرقام هلأ وخبريني عن شعورك!",1
 : بطلو انانيه يا شعب يا انصرافي ويلا على صفوف عيشكم وبنزينكم,1
دزيري مكانك مستشفى المجانين التاريخ نتصور مستواك ثالثة ابتدائي تعرف تاريخ تونس اجهل الجهلوت,1
 مين انتي حتى تخاطبي السيد ��‍♂️��‍♂️�,1
فهمتوا يا حقودين يا جماعة الحركة,1
 إنت شو محلك من الاعراب لحتى تحكي على سيدك وتاج راسك . لعمى بقلبك سكري بوزك وحاجي تحكي,1
 موتو قهر يا فقراوي يا حسود ترى من كثر ما تحسد الهلال تدخل بنيته تقول عليه ظلالم علشان هلون ربي مهو موفقكم خلوا نيتكم زينه نصيحه,1
شدو الصحيح يامسلمين يسترنا ويعونا الكفار تونس,1
 يا وقحه أنتي شو قدمتي للبنان لحتى يكون ولائك لالو ،أنتي عّم تحكي بلسان لمبلعينك مصاري من ازلام السعوديه… ://./,1
وخيان مفهمتش دورها المصيبة يجيبو فاها التلفزة,1
يا عزيزتي مريوما، الإمارات تبقى حليفة للملكة وثوابتها واضحة الدكتور علي رجل أكادي…,0
مهو انا يا اعيط يا معيطش لكن الوضع الي انا فيه ده متناك فشخ,1
@User.IDX ... مهنية الخنزيرة تعكس بالتمام والكمال أقدم مهنة في التأريخ أو The World’s Oldest Profession ,1
بعض المغردين لي بينعقوا مع كل ناعق بيقبض يسمعو منيح السيد شو عم يحكي عن الرئيس عون و الوزير جبران باسيل,1
خايف بوكيل نتا حتان تجهر تدعيلهم وتدعوهم للدين اكان الرسول صل وسلم يجهر بالعصاة انمي نتوما المسلمين كرهتو المسلمين دينهم روحو تنيكو ماتكم بعيد,1
 ليش لاء با ست يمنى اذا مش عاجبك جبران ناس اكثر من ناسك عاجبهم,1
لا لا بعتقد مي الخرز بخافو منو فا اكيد فرد مي,0
@User.IDX ياولد لاتنسون في قرارات ملكيه بالسعوديه <url> ,1
الوزير جبران باسيل كان اول من طرح موضوع عودتهم الى بلدهم ليس انطلاقاً من موقف عنصري، معتبرا ان الجميع لاحقاً التقوا على ا…,0
@User.IDX انت شوية معرصين ياجزيره مصر اكبر منكم ياكلاب تركيا ,1
 يا حماري يا حماري يا حماري يا حماري يا حماري يا حماري,1
@User.IDX الله يقطعة يا روحاني يخبلك من نحن نحن احفاد من كسر عرش كسراء واذله ولم تقم لكم قائمه الي يومنا هذا ,1
بالله الشاذ بتسموه شمس معرفتش راجل السيد اسمو لطفي,1
 عقلية الأطفال حقت جمهور النصر بطلوها الاتحاد نادي كبير ويلعب باسمه ويخدم نفسه وما يلعب عشان احد وانت يا جماهير النصر يا تفوزعلي الاتحاد يا تسبونا بطلوها الاتحاد نادي كبير وعريق زيكم حتى لو جار الزمان علينا الاتحاد كببيييييببببببببر واحترموا,1
الموت ببساطة هو أمر استدعاء من ملك الملوك للوقوف أمام محكمة العدل الإلهية التي لا يظلم فيها أحد. ,0
نشهد الاجراء تقريبا تقوم زنديق مجرمي إمارات تونس,1
@User.IDX شاهد آخر على أن الملالي لايبالون بسفك دما الشيعه <url> ,1
_1  كل صادق علية الوقوف مع ديماصادق الله يحميهامن سرورهم,0
باهى القصد الانسان ربى عطاه اقتراح حكاية الميراث يعنى عطاه اقتراح الخمر معناها لمخك يقترح الإنسان الإنسان قاعد يقترح يحلل لكالحاجة المسلمين انتى تعرف يعيش مسالم صحيح الحرية احترمنى,1
انت واحد تافه وكبيرك تمسك قيتار بشارع الرينبو جاي تنظر ع المسلمين يا ساقط؟ ,1
 : يا تكونو قد كلامكم يا تخلو كلامكم قدكم,1
" بعدين دابة فهمنا كذابة كمان لعمى بقلبك قال لا نؤيد مش لم تسقط 
لن يسقط العهد ولا نؤيد استقالة الحكومة
#ديما_الواطية",1
والله يرجعوش لبدانهم تخلا البلاد الجزاءر والمغرب سحتوهم,1
يكذب احنى ضربنى بلحجر وكصرنى ونتم دخلتو,1
لما تشوفها تانى يوم بعد  😂<>-اذيك يا نحمدو يا رقاصه 😂😂💜 ,1
متوقف الشعب التونسي شعب مسلم حر أبي شعب ديوث يقبل الدنية شخصيا أعتقد الشعب التونسى شعب مسلم حر,1
محلاها تستاهل طريحة نباش القبور ومريم الدباغ كلبة الطرابلسية,1
  والله اللي يقرا كلامك يقول بلدك العراق كله غابات وثلوج<>العراق كله صحراء ولولا النفط ما كان عشت يا عراقي يا اعرابي يا حافي يا عاري,1
يا اخي قلنالك نقول نفوسك على سوريا بتوفر بنزين طالع نازل على الطريق وبتوفر تليفونات وفاكسات الله يباركل…,0
ايييه هيك حلم جبران باسيل بدو يعمل هيك,0
لطفي العبدلي زوتاها الخطرة شمس الدين تبارك تربيتك,0
 : هما بيرقصو على اغنيه <>وادى رقصه الكرانبه يا أبا يا أبا على الكرنبه ,0
 منعرف انك معاقة و هلق تاكدنا انك طرشا,1
 انا بدي اشكرها صرت ضحكان من كل قلبي شي ٣٠ مرة   :),0
بدك تعود حالك إنّو ال مليار الدين العام رح يصيرو مليار ورح تضلّك تهتف يا مسطول بالروح بالدم منفديك يا زعيم ، والله ليوصل عواكم على قبرص من الفقر,1
صلاح مصباح رجل الرجال الفحولة تونس,1
النظام خبيث يصنع يوسخ يلطخ اهل السنة الاسلام ينما غافل عما يفعل الظالمون,1
 يا بلا شرف نحن معترفين انو تابعين لا ايران انت عترفي انو تابعة لاميركا واسرائيل,1
@User.IDX والله السيسي عمره ماعبرك اساسا يابن العبيطه ,1
صحيح ثقافتوا محدودة كلاشها زكها مالقتهاش,1
من الآخر، المعيار الأخلاقي الأهم اليوم هو معارضة الأسد، إذا مالك معارض للأسد فأنت إما عندك نقص بالمعلومات، فاستدرك النقص، أو إنك…,1
تربحكم انشأ تخافون الاسلام يعذبكم عذاب كبييييير ينجنى عذاب الدنيا الآخرة الشفاه تخفي الحقيقة انشأ تحترق بنار جهنم وبئس المصير يكفيك الكذاب توفي رضيع تشويه اسمعي سيدة داعي للشرح أكثر كلامكم نفع للشعب التونسي غبي جهل الطب تونس الآن يعد خوف حب مهنية أتمنى تونسي يستيقظ يسكت الأفعال تقف يرحم مالك صغير عز وجل,1
لطفي العبدلي حمرا شمس الدين سلطان,0
ليش مننفهم انو نحنا حاقدين عالعالم لأ يا جماعة القصة وما فيا مألهين جبران باسيل وشايفين حالنا فيه وبفتكر بحقلنا لاقوا اذكى…,1
ابو نتاشا😂😂😂😂😂😂😂😂😂😂 ههههه لا ما ضل احنا العرب يسمينا كفار جد مين ضل هههههه جد مسخره يعني بالاصل ما بصير حدا يحكي عن حدا كافر ,0
وين كنا وين صرنا، كنا احرار لتجي عاهرة وساقطة مثلك تحكي وكأنوا مافي شي اسمه ثورة وشهداء، يسقط بشار الكلب خائن الوطن وقاتل الاطفال ,1
حتى لو اجتمع جبران باسيل ب نتنياهو حزب الله سيصمت ف الحزب لا يستطيع ازعاج باسيل لانه بحاجة لغطاء مسيحي يشرع…,1
الله ♥️<>— يا وجعِي يا وجع النّايات .. ,0
اغلبهم كاذبون توجد عنصرية تونس نتأكد الافارقة يرون بالمعروف يريدون يصبحو ضحايا,1
 لا اله الا الله يا رب رحمتك ولطفك يا رب,0
كذبك يا أيوب كذاب ونص جبران باسيل انظف من ضميرك,1
مين عاوز حلقة تانية من الدحيح عن الشركات الي ممكن يستثمر فيها المواطن العربي واضاءات على الاستثمار في الوطن العربي المعفن ؟! لايك عشان يشوف 😎 ,0
@User.IDX الجزيرة تجاوزت مرحلة تشريد الشعوب إلى تشريد الحكومات فهاهي حكومة الدوحة اصبحت مشردة والفضل يعود للمرتزقة في زريبة الجزيرة.. #ترمب_يرفض_لقاء_تميم 😩😩😂 ,1
تلات رؤسا متقاسمين الصلاحيّات، أكبرهم سنّا ميشال عون ما بيتدخّل بشي بس بذات الوقت توقيعو أساسي لنفا…,0
صحيح ثبت معلومه استغنات جنسيه تونسيه نحتها معندهاش جواز سفر تونسي قانون تونسي يسمح جنسيتين تقدر تستغنى جنسيه بحكم قضائي موجوده بلد عالم نحات جنسيه تونسيه,0
 هدول ترباية بشار المجرم مش غريبة عليهم ��,1
اقسم بالله قاري تسميتي دزيري غبية تملك مؤهلات علمية تسمية وضعية حدود وهمية انتمائي عربي مسلم حدود,1
@User.IDX حماران متأسلمان، الامازيغية هي اللغة الأم للمغاربة وشمال افريقيا..والانجليزية يجب أن تكون لغة تدريس اغلب المواد العلمية والاقتصادية وليست الفرنسية ,1
يا سبحان الله اللي يسمعك النهارده يعتقد انك وطني وشريف علما انك منافق ودجال ارجع لتسجيلاتك على المحط…,1
طيب كول هوا ونااااام بحب ابهدلك با ابو ملاييين تشلسي نادي تاريخي على اساس سد هل بووز,1
" روحي انضبي يا كركمي
تفو عليكي و على اخلاقك",1
شكل السهرة مع وزير خارجية لبنان الكلب جبران باسيل كانت حمراء بالحيل واحتمال ارسلووو له شريط الفيديو و…,1
 _ ثورة ثورة ثورة انتي وحدي عورة�,1
تكذب تبين كلامك حرفناش القران البسملة كامل كتاباتنا نحاوها لساننا التربية الاسلامية الليسي زلت نقراها الصح تعرفش دزاير,0
المسواة الميراث وغدا المصادقة الجواز المثلي وبهذا فالحكومة التونسية تعلن تمردها الاسلام,1
كلمة جهل تعبر يلزمنا اتحاد فتح يلزمنا اتحاد تقسيم امبراطوريات,0
   يا لطيف.. يا ساتر ..أحمدوا ربكم إنها مستقعدة🌚كيف لو إنها واقفه👌,0
 شو قصتك مع المقاومة لو عنجد بتحبي لبنان روحي شوفي عملاء اسرائيل واكشفي المستور من جماعة جميل وجعجع ومن لف لفيفهم ....,1
مطلوب تعميم هذه التجربة في كافة الوزاراة والاقتداء بعدالة وزارة العدل,0
ههههه ربيع جلال ينحوا الدم الفاسد هههه,1
