text,annotation
"да,чтоб вас всех в ливию,в югославию - под фосфорные бомбы,долбоебы!!!",1
слепят дешманское говнокитай а у фирмы свет мягкий неоновый на этом бампере висит целое состояние,1
"в луганске он был...... если бы был, такую х...ю не писал бы.... козел",1
а почему не пять лет объект ведь огромный !,0
"а там внутри, волшебная, ручная подольская швейная машинка!!!!",0
"не надо быть психологом, чтобы по данному фото определить психотип этого ушлёпка.",1
просто думаешь что же дальше какие будут эти взрослые ?,0
"так вот ты походу муха, вот и живи в говне и нечего других туда втягивать!￼",1
а на самом деле цвет берета - не самое главное.,0
"если чё я на племе,, салам алейкум всем и доброго вечер ✋",0
для алтая это в порядке вещей- сервис ужасный повсюду.,1
пусть теперь поют свой гимн !,1
"скорее всего или купленные..... за бабло мать родную продадут, пиарщики хреновы",1
"они сегодня все на отсосе, по крайней мере до 2024 года,а там посмотрим.",0
"и возродится наша сила, чтоб уложить врага в могилу!",1
"как буд-то история ожила, и сейчас древние смоляне захороводить.... удивительное, мистическое фото.",0
"слышь,о таких вещах не шутят наверное,ты совсем дебилка ?",1
давно люди придумали хотя бы так закрывать мусорные баки.,0
"в аптеке продают прополис для наружного применения,прежде чем покупать смотрите внимательно,лучше сделать настойку самой или купить в местах,где мёд и медовые составляющие продают",0
"подыхать будешь,тот же доктор и к тебе приедет.. скажи ему лично,как ты его назвал.. интересно,что он придумает,что бы тебя,херню тупую, спасти..",1
война в россии будет посмотрим тот время кто кого ж*** будет облизывать,1
"я тоже уверена,что они ответят за всё 🙏 для меня это не люди,а мрази 😡😤",0
в дед-дом ей надо сходить и пусть там ей дети расскажут свои судьбы.,0
"пиздешь, неужели не понимает что никто не верят а смеются , ну ебнутая и всё",1
"не так, чтобы его постоянное место была кухня, но было бы замечательно иногда готовить обед или ужин по мере необходимости.",0
пидоры...испогагнить такой фильмец....извращенцы ебанные,1
"взрослый мужик,вот мразота,у самого же семья и мать есть...",0
девочки а если мне полы заливали я заказывла камазы песок щебёнку.мне от руки написали сколько чего цена и печать.пройдет?,0
"все вы твари учились и росли в россии, получали образование, а теперь подонки хвалитесь своими пенсиями.",1
"в кастрюли постучите жополизы,совсем народ оуел,не ведают,что творят",1
"это хряки, откормленные на государственной ферме.",1
когдть же этот уёбок пойдёт гулять по мосту.,1
однако северную корею как раз пиндосы взять и не смогли))),0
"гл.все вот такие суки не указывают себя, а прячуться за всякими вывесками да действительно с каждым днём все в стране говнюков становиться больше.",1
"я тоже у дерматолога была)) с алергической сыпью, сначала он утверждал,,это часотка,, я говорю ему ,,делайте анализ,, а он и говорит ,,ладно я вам поверю что у вас аллергия,,!",0
с я все могу понять лихие о е на проклятые демократы враги западе пятая колонна стали но почему вы сука миллиардерами а народ бедный и нищий,1
сдохнешь как и все в надеждах и нищете тварь!...,1
"вот это дигродированая могла такую хуйню выкинуть, и это давным давно вам вафлям тупым смешно какая то бесячья хуйня в вас сидит извращенцы ебаные",1
здравствуйте до какого размера идут джинсовки?,0
"парикмахер универсал, покраска/коррекция бровей, прически/укладки на любое торжество, плетение кос любой сложности.",0
зубаревой с воркуты надо в рот не мезин дать а большой толстый член для желудка,1
я всегда сердцевину удаляю и кабачки очищаю.,0
"вот лично 100% дегенерат, причем умственные!!",1
олеся здравствуйте посылочку получила туфли хорошо такие легкие удобные подошли очень сегодня на работу босоножках пришла красота в огромное спасибо вам о ч,0
"какие крики о помощи.нарики долбаные , летуны.мало их по сургуту",0
а им там нехрен было делать !,1
красотка очаровашка прекрасная певица очень очень любим вас,0
но надпись была на заморском языка и девочка гордо несла ее на себе.,0
https://gvkg.rosgvard.ru/ ранее индекс был другой.,0
"сергей, прошу прощения, но твои посты каким боком к лввпу относятся?",0
я сюда масла лью2 стакана и пачку приправы для моркови по корейски и 2 головки чеснока,0
после подобных речей и действий какие могут быть братские отношения хорошо хоть партнерские бы остались я бы с ним после всего этого срать на одном гектаре не сел просто ублюдок.,1
"придурок власть любить, они ж ей не конкуренты.",1
"платошкин н н в отличии от этого урода настоящий грамотный и прекрасный человек,а это чмо ,но я думаю скоро будет вертеться на своей поганой заднице.как земля таких уродов носит.",1
"так хочется снова очутиться в московском кремле , походить там , все посмотреть, там так здорово - это достояние россии.",0
"что касается ахматовой,...она как ,,история,,.... была дама весьма,блядовитая,,👏👏👏",1
"ты сама тупая,какие маски,какой висюрус,уде давно понятно что это все ху...я",1
ай молодцы......... страна шлюх и педиков.,1
"ни запаха, ни вкуса после такого кипячения👎",0
только надо наоборот сделать мужикам 55,1
применительно к нынешнему времени можно было бы сказать: жертвы реновации,0
админ опять хуйню выбросил и зарабатывает на том что вы собачитесь здесь.,1
все уёбки и пробляди покедова вам,1
"ты еще поищи бедных стариков, а беднякам не мешало бы и поработать маненько.придурки убогие!!!",1
"да мне похуй видят не видят,задай вапрос пидоросам пока !",1
и с каждым разом мне приходит одна и та же мысль - ты совсем ебанутая или немножко у тебя мозгов не хватает ?,1
наверное валуёв все мозги выросли в боксе,1
"все менты пидорасы, что тут удивительного🤷‍♀️",1
"ты меня не у траиваешь, козлина продажный.",1
"жена твоя с черножопым свалила , а ты теперь давакинского подружка?",1
"​а потому что едаросс-пидарас,козёл дырявый,выблядок!нарожали шлюхи драные дебилов ефремовских,сволочей по призванию!!!!!!!!!!!!!!!!",1
ай молодцы какие.давай нахер дальше разваливайте свою страну с усатым идиотом!!!!,1
".....надеюсь, мордовской каманды ногожопой и кривоногой, мнящей себя межпланетными звёздами, не будет?",1
"корм и ведь,с.ки,не подавятся!!",0
иди на хуй вафля выебанная )))) сосалка дырявая )))),1
но бля ... и мамау твоя .,1
"действительно охуеть, тебе сделали простое замечание,после которого единственный выход -в атаку ,да?",1
"алексей, тут все девушки пишут, что хотят серьёзные отношения,а сами молчат.",0
мозги не ебу вы уже зайбал нахуй,1
"какой автоприцел,ручками нацелился и ебнул и откатился если что",1
только там в думе их по одному больше половины!,0
"выходит так, без решения суда человека уже виновен ,а это не является давлением на суд.",0
"вас, скакуасов кастрюлеголовых, в русском крыму, ждут с распростертыми объятиями ...",1
"блядь-буду уважуха,хоть один высказал,что из себя представляет эта сучья власть.",1
"с таким рублём и на фигу не хватит, блядь, довыбирались...",1
"дура ты мария,а может и дурак ,кто вас троллей разберет",1
ублюдок кончинный его и его детей также надо.,1
я смогла посмотреть на наше прошлое реальным взглядом.,0
"ссылки на сторонние ресурсы запрещены, они будут удалены",0
"урод, чё прячешься,опять очко подставляешь",1
"тоже считаю, что если мужик сказал-то должен сделать, ибо нех пистеть, так и говорю если шо, пистабол!!!",1
"интересно, сколько машин получил волочек?",0
долбоеб только такой гагты может нестш такую хуйню,1
это были хорошие времена.скорее это помощ совхозам и колхозам.дедь все взрослые были заняты уборкой на полях.да и вреда нет в этом.труд есть труд она сплачивала.это учила к коллективизаци.,0
"спасибо, ребятки только учатся))) будем исправляться)",0
10 % долбоебов не довольных что тягают с польши гавницо разное.,1
да и по запилу её видно что она говно в жизни и по жизни,1
"хочется вглядываться и всматриваться в его удивительную внешность- глаза необыкновенно добрые и искренние , улыбка, мягкость и в тоже время строгость его взгляда.... забыть невозможно!!",0
что она пиздоболка муж ию говорит денег нет у них а она маску заказывает дорогую несколько тыс,0
"ведь живет человечество до тех пор, пока помнят и уважают предков истаршее поколение !",0
очень рекомендую посмотреть эти 👇 видео на ютубе или на моей странице в заметках:,0
привет всем :-) а вы знали что именно вам полагается компенсация ндс до 80000 рублей??!,0
bнешний блеск ничто по сравнению с духовной красотой и потому что все что снаружи это до первого дождя а то что внутри горит всегда,0
"какая падла снимала гибель косули, нет бы помочь",0
"когда штампуешь,хоть проверяй,эрудит хуев",1
так такие вот ублюдки все гектары в россии и обосрали !,1
"волкова балушкин и зело ишаки ебанутые,как еще прямо??",1
"кто это сделал, тот пидар дырявый!!",1
полный каталог с ценами у меня на странице в альбомах,0
гандонами были и гандонами остались.не нравится иди на хуй в свою цыганскую индию.,1
на хуй нада посылать пунских халуёв,1
"жук лилейник.очень устоичив к ядам,только вручную собирать.мне пришлось,из-за этого все лилии выкинуть",0
зато секс с кем попало особенно в марте.,1
"а то, что ты среди людей так ты это верно заметило по этому я тебя на хуй и послал!",1
"теперь, когда думаю об этом, волосы дыбом становятся.",0
вы с этими сборами и классами заебали всех.,1
"в - третьих , я вам не подружка , поэтому , если пишете , потрудитесь корректнее .",0
какой взгляд у этого парня(((смотрит прямо в душу!,0
константин ты прав у нас стала страна которой упровляют одни пидоры,1
никакого сходства не вижу...вот родная дочка - копия папы...,1
а в другом регионе твоего отца или мать так же упакуют !,1
ты 🐷 все у тебя про жопу ты что пидар?,1
"и вам ни кто не мешает морковкой торговать, выращенной на своём огороде.",0
а вот с местными людьми общались так никто и в глаза гумпомощь из россии не видели.говорят эта гуманитарка в магазинах на прилавках.. по магазинам походили .,0
"то что для перчаток я понял и так,аргон вреден, но достаточно просто нижней вентиляции, а это перебор уже",0
"первый раз вижу такую прелесть, куда попали мои люпинны🙏💞💞",0
ебанутые.... пиздец.. сколько не адекватных людей на планете... (md),1
"хотелось,чтобы всем доступно было на такую красоту посмотреть!природа моей любимой башкирии великолепна и очень очаровывает!очень жаль,что всё это переводят на деньги!",0
"только,говно пиндосовское, ты забыл,что русаки уже наелись западной помощи и очень надеюсь,что те,кто поближе к тебе, не пройдут мимо,чтобы тебя не попиздить.",1
ну конечно фейковые картинки это прям новости века,0
"​гавнюков за бабки на улицы вывели чтобы гопника опять во власть вернуть,стадо баранов",1
ещё и кормить эту мразь 25 лет?,1
вся россия хочет этого упыря в отставку,1
"слетает на марс и там сдохнет сместе с депутатской кодлой, все равно одни ворюги, пидоры да лесбиянка.",1
"воздух свежий, птички поют, ароматы цветов отовсюду.",0
"захлебнется скоро своим дерьмом, придурка кусок.",1
а сейчас разрешена рубка леса для бама и транссиба !,1
"спасибо дворик,за душевную ласку и теплоту!",0
"правильно,зачем,меньше будет москвичей пидарасов",1
а за язык её надо отправлять шить телогрейки.,1
а можно ли яблочный уксус заменить уксусом спиртовым 9% ?,0
как будто лекарства или продукты для пенсионеров дешевле,0
"либеральная нечистота это как раз ты лизоблюд опоголовый со своим со своим хозяином, он сам признался что придерживается либеральных взглядов!",1
и чем вам старая конституция больше нравится чем теперь народная?,0
"еблан я замужем тринадцать лет, ущербный ты мой,мне тебя очень жаль,найди себе уже женщину и успакойся😂😂😂",1
"чтобы была аджика сухая, грецкий орех ложить до края, сладкий перец ложить нельзя, будет много вода.",0
"пусть этот соловей не пиарит лохов нашел,туш под глазом смой своей мочей и покажи по тв.",1
"и зачем такое показывать, что бы тебя возненавидели, совершил подвиг.",0
"пока хвалиться нечем , не очень хочется затевать ремонт в зале и в коридоре .",0
"шок был от новых песен, пугачева пела королеву.",0
возбуждение уголовного дела на всех пидоров которые избивали людей,1
а я на даче ставлю около входа в домик обувь 46 размера как будто не одна на даче!!,0
"он просто себе и своим пидорам делает плот, где его плешивого не кто не достанет",1
"простите меня за мои агрессивные высказывания, я шавка и невоспитанное мурло!",1
"красиво говорит, только всем надо за народ беспокоиться, а эти ебанаросы только о себе думают",1
"выблидок ты, если тебя что-то не устраивает в этой стране....то вали из неё туда, где такие молодые как ты долбоебы нужны!",1
а пиздит что что ему все это бог дал,1
ничего удивительного у нас самая читающая страна вот и транспорт стал грамотный,0
а это ты только про жопу про педиков говориш.,1
да и не стоит открывать кому то душу....не любит наш народ сквозняк...,1
"сидоров ты подстилка пидоров, предатель, опомнись и переходи на сторону народа, используй последнюю возможность!",1
"а то сидеть в интернете и горланить мастеров много, вы лично, что сделали,или делаете чтоб изменить ситуацию???",0
"я так сильно наперёд не планирую.самое большее до послеобеда и то постоянно вношу коррективы.планировала заниматься огурцами с утра, но вот поела и я здесь.",0
дай бог чтоб все удачно здоровья тебе малыш,0
"будьте аккуратней в выражениях, чтобы не оскорбить чувства всяких там пидарасов!",1
"бля, при чем тут ваши шишки?",1
или пол страны тоже ебанутые стали.,1
да ни х_я в этой помойке нету.,0
какой % кэшбека при оплате через телефое?,0
"советский союз - это самое лучшее, что было в нашей истории !",0
нам на хуй не нужны жидовские религии.,1
"в душу нам глядят цветы земли, добрым взглядом всех кто с нами рядом.",0
"уходил с одной страны, вернулся в другую.",0
при ссср было 14 членов правительства!а сейчас 400 долбоебов не могут навести порядок в стране!!,1
"верните водник - чемпион, трамваи, шхуну запад, деревянные мостовые - вот это визитки города.",0
ну пиздез такие умные пропагандисты как и если он у власти 20 лет он уже великий человек???,1
(да и хуй с ними их все равно много),1
"- да, сплю блять... - ну и спи блять!",1
"срок лет так 25,дать надо этому умнику,и пусть сука сидит.",1
"просто петух чванливый, взял наших пацанов в заложники и торгуется.",0
сука позорная а сама тварь не нахлебник за счёт народа живёт гадина.,1
у ебанутых хотя бы всё по честному,1
тупой ба вор глхит маз елнер инч клнер,1
"условие уже озвучил - моя подпись, денег не надо!",0
в одноклассники яндекс я с одноклассники о поражение те б зв поздравляет ты добыл ценны трофей перемести его запас чтобы он не исче потери потер сеггей от рман с ч нч,0
такой вещи простой в хозяйстве не оказалось!,0
"но не единственный в своём роде, у дмитрия тоже не плохой.",0
ой такие противные люди особенно вот эта тварина забыла как ее толи олеся что ли короче мразота.,1
"как тонко подмечает,а ведь и правда за свою доброту приходится расчитываться.",0
"и душистый (1-2), можно листики смородины, вишни, дуба, репчатый лук режем кольцами, помидоры на 2 части (если крупные на 4), заливаем холодным маринадом и ставим стерилизовать (15 мин.",0
"до сих пор не пойму, за что погибал цвет нашей россии.",0
"забудте пидоры голубой цвет не ваш,ваш цвет коричневый.",1
его самого надо было запречь придурок.,1
"спасибо, интересует только старая станица.",0
от вас долбоебов устал уже весь мир,1
"это на утро после встречи с друзьями , когда себя в зеркале увидел...",0
"спосибо большое！ купили рахат лукуме, очень хорошее.",0
освещают политологи.а в группе каждый имеет право высказать только свое мнение.,0
"любимчики!и наш так спит,залазиет куда хочет",0
"облако или туман,общались мысленно,без эмоции,монотоннои речью очень спешили вернуться,были слова,что отпустили на минуты",0
"тоесть силовая часть на 380в, а вторичная цепь на 24в",0
слышь ты алеша хуинная голова пусть девочка работает,1
посчитала наивно что манда вечно востребована будет?,1
я масло вынимаю из морозилки и натираю его на терке смешивая с мукой.,0
"вы просрали своё счастье господа...а сейчас зная что пиздец вам обоим,начинаете на своих сука землях делать пидерастические постройки!",1
один ужас глина с дороги плывёт прямо под ворота.,0
вороне хуй к носу подвели казлу в жопу,1
"очередной сука уебок, да не пойти бы тебе нахуй, обезьяна ты ебанная",1
в прошлом году в новом афоне поели.,0
соловей...ты давно усирался в чужих руках....инет и так пестрит всякой хуйней а тут ты безмозглый подливаешь....с тебя и так все смеются....придурок.,1
"слёт дибилов верующих в абс,ебс и всякую хуйню.и даже резина им не поможет.якорь лодочный.",1
"ты американски выкормыш, пошёл нахуй отсюда.",1
"только хотела написать:и меня возьмите в свою команду!, а тут и вы это же пишите!",0
"если конечно сможем вообще играть...игра стала коммерческая: акции на пополнение через день, других практически не осталось.на самом деле это уже становится не интересно.",0
"и, если, уж обратились к мастеру, то выполняйте то, что вам сказано.",0
"сука его привязать и оставить ,кто это сделал.",1
порю вот такое чмо несет такую галиматью и многие верят.,0
"ну не все могут пойти на стройку, и на какой завод так можно свободно прийти на работу?",0
моя тетя купала кота поместив его в авоську.,0
"море цветов и зелени и самые красивые виды, открывающиеся на боденское озеро.",0
"твари жалости нет,самих бы привязать.😪",1
кто не может нести ответственность за своих домашних животных - не заводите их.,0
"ну не оставлять же на произвол судьбы, беспомощных родителей.",1
пропала еще один источник доходів путинского режима,0
такой вещи простой в хозяйстве не оказалось!,0
"позвоночник конечно основа скилета, но молотком ,это ваще жёстко.",0
"можно подумать бабушка увитит твои классы, иди на хуй чмо бездушное!",1
человек старался показала нам работу .скрасиво.,0
"какие шутки, когда творится бог знает что.",0
"сми пишут неправду, хотя есть видео-правда , получают за это большие деньги.",0
продался ублюдок за десять баксов и что то свою гнойную пасть на что то и на кого то разиваешь.,1
ирина владимировна мы так и останемся воображать из себя деловых!,0
"а мы, посетители группы, ждем новых публикаций!",0
господи иисусе христе сохрани и помилуй милану !,1
"вера в душе , это конечно хорошо, но вы попробуйте в душе получать зарплату, ходить в больницу даже просто покушать, что получится?",0
"господи, он хоть бы бога не гневил, церковь не трогал.",0
"не факт что так будет,а этот гандон какого хуя землю нашу раздает,дарит арабам и т.д",1
ка только вижу нашего президента сразу плакать хочется.,0
да конченный таракан..просто заебал всех этот долбанный колхозник,1
"сайт одноклассники тупят по полной в последнее время, надо их на хуй послать",1
хуйня с полной сказанная уверенностью называется мнение личное,1
гнида жидовская сколько ты людей наебал тварь белым и пушистым жидом жочешь стать,1
девочки мои дорогие чтобы снять очки надо сметься по полчаса каждый день и улыбаться по 2 часа и будете без очков,0
"подфартило в фортуне, мой выигрыш корм для кошки.",0
"вы пидорасы почти 70 лет управляли страной, а один плешиво крапленый пидор из ваших её продал.",1
надо всех чиновников посадить на эту пенсию и сказать..им ни в чем себе не отказывай... сучара,1
подарю розовый цветок аромамасло базальтовые камни початки кукурузы молоток шитый кошелек,0
"мрази пиндосовские, пусть с... т👎👎👎👎👎",1
"не сложно, а вот играть заставить летом посложнее.",0
"вот вам и музыкант, виолончелист, самое главное друг путина.",0
"по определению никто из нас несможет купить,нас или завалят или посадят.",0
это действительно были лучшие годы жизни,0
сами мы лохи........ дальше будет хуже...,1
"а сегодня салуянов сказал, что россия предоставила кредит таджикистану под 1 % годовых, вот так!",0
"мерин сука колхозный.белоруссия нужна россии без этого конюха.иегова семена суки арестовали,волоком волоком,разбитое лицо все.",1
мой папа работал на драге в1962 году васильев петр кузьмич,0
разве убийца детей может быть переговорщиком ?,1
"амушка,вот тут тебе нужно было бы процитировать своего любимого пидория,,ты же организируешь на его высказывания,хаха..",1
"он нигде не виновен, он всё слышит и видит впервые, одно слово непричемыш и некчемыш, еще и обнуленыш за каким х*ем он нам нужен!",1
отдельное огромная благодарность бочарову дмитрию александровичу!,0
"видел две фото, в одном фото иглы от шприца но только увеличенным микроскопом и иглу ёжика.",0
ненадо кланятся а просто иметь уважение к матери и ценить то что имеет !,0
там где время отправления есть значок-карандаш-можно делать исправления.,0
"как вы заебали,лайка попрошайки 👎",1
"ты несешь своим близким добро и радость, тебя любят, и это делает тебя счастливой.",0
"он сразу подписал себе приговор звание - пустослов и балабол, этот чак норис.",1
"да пошёл он на хуй этот вовик,а вы,мужики,из за дерьма не ругайтесь,вовка любит,когда даются,а он,якобы,разрулит,вот он какой,вовка то!",1
"в общем бабла немерено вбухано туда😊😊вроде они даже работают,ездят где то))",0
"идиот, а не адвокат.... будет денежки сосать с убийцы, лучше бы моральный вред выплатили потерпевшим....",1
"я вижу , но это повреждения не от трения и темболее она ногу не могла засунуть .она стоит в летнике и там исключено повреждение такого характера.",0
интересно а кому он с ухмылкой средний палец показывает,1
"фургал оффшорный олигарх, вор и убийца.",1
"я в этом ничего не понимаю, поэтому суть этой информации тоже не поняла.",0
"если бы я была соседкой его,эта тварь сам бы визжал мразь...",1
"глухов, мне похуй на тебя, животное ебучее.",1
​моё восхищение мужеством и жизнерадостью этого парня!,0
жрешь и срёшь а одном месте .....?,1
юбку ибай сними.пидарас вечно юбку одеваешь.аульное быдло,1
":-d я ржу над дурачками, которые бабло кефиру отправляют, а потом ебутся с 2032",1
"аэропорт строили наши деды, отцы , мужья минераловодцы , а теперь он и минеральным водам не принадлежит.",0
не чего брать с бирже не надо они сами заявку в соцзащите сделают только нужно сказать что вы там стоите,0
наряду с медикаментозными препаратами рекомендовано включать в меню больного человека приправу.,0
такие высказывания говорят о уровне интеллекта комментатора.,0
а тебе уже видно головешку отбили.чего сидишь пес гавкаешь?иди мразь усатую защищать на улицу.,1
"пидор какой то,серанул и съе.....лся",1
"6 - пепеляева наталья, 7- лузина галина, 8 - силина любовь, 9- дедова елена",0
"девушки, привет, закиньте видео как научиться доче красивые косы делать.",0
"милое видео конечно, но перед тем как он добрался до магазина и прилавка, он покакал, пописил, по окуркам и плевкам дорожным пробежался.",0
молодец что сумел найти силы воспитывать дочь а проблема с ногами это мелочь главное это любовь,0
"вакцинироваться или нет, это ваше дело, что вы так остро всё воспринимаете.",0
"тварина кончиная автор, обасать тебя мудила.",1
"это пидарас мой районник и убежал из родину,",1
"или в собственной квартире, как было с преподавательницей одного из вузов, или со студенткой того же самого вуза.",0
"один шаг москвы и экономика белой руси ухнется,белорусия держится на основе торговых договоренностей.",0
даже готовы женщину на камаз посадить от своей злости .,1
"в сысерти остановлено строительство ледового центра, средства на который привлекались в рамках государственно-частного партнерства с угмк.",0
я думала самой крепкой парой была семья софии ротару,0
"ведь только в единстве , взаимопонимании, взаимоподдержке мы сила.",0
так это ты уебок разместил такое фото что-бы заработать?,1
ты гнида здесь паласкаешься в пустую об умершем замечательном актёре!!!,1
"ебанутые, пока на своей ишачьей шкуре хлыст не почуствуют,бесполезно им что то объяснять .пусть изопъют всё с полна",1
гнилой жид...завистливый....как он реагировал на чужие выступления..,1
"100 рублей в поддержку совхоза, грудинина, детей, уникального предприятия , нашей надежды, справедливости это та сумма, о которой месяц нужно рассуждать.",0
а грузовой речпорт находится ниже по течению.,0
.... ...сказочный долбоёб.....(md) (md) (md),1
как говорил милославский- храните деньги в сбербанке- но нужно читать между строк- храните в долларах!,0
проблемы с сердцем тоже могут быть причиной кашля.,0
тебе что ли лайк поставить?чтоб ты себе карманы набил?мы без тебя знаем кто помнить и чтить!убери свою тупую надпись пдьфото тупорылый урод!,1
"я могу 450 руб ,только гель -лак 89276206911",0
"я хотел снова напомнить участникам иска, о том, что исполнительные листы необходимо передать в ссп для возбуждения производства...т.к.",0
от таких тварерь как жена оберегают!!,1
"но водители на столько уверенные, спокойные и неконфликтные, что постепенно и сам успокаиваешься",0
хабаровска в аэропорт прибыл спецназ с но северного кавказа ребятам из спецназа что же пояснили сразу москва не здесь можно не улететь,0
поздравляем михаила андреевича и тамару георгиевну с 49 летней годовщиной свадьбы!,0
"что вы можете сказать по поводу того, что флеш плеер прекратит обслуживание в декабре?",0
"наша молодость , без телефонов и интернета, она была прекрасна",0
согласен он многого достиг но не хер в политику лезть если тупой,1
доски можно было разложить тонким слоем там где низкий уровень и засыпать землёй,0
идите нахуй со своей вакциной твари.,1
смотреть как живут люди в других странах и строить свою прекрасную страну и прекрасную жизнь людей в ней.,0
"увы, это не всегда кризис среднего возраста, у меня была такая ж ситуация, нашли силы решили эту проблему но в конце концов забрала дочь и вещи и ушла.",0
экс-подрядчик и действующий застройщик подпорной стены указывают на длительность согласительных процедур в администрации муниципалитета.,0
пусть ангел тебя оберегает тебя 🙏🙏🙏,0
"пиндосы рвут и мечут, и ничего сделать немогут, только своей сраной бумагой покупают халуёв - предателей.",1
в онлайн банке пишут что перевод по этому номеру карты на какого то георгий валерьевивч г.,0
у меня есть знакомые которые и без семечек могут ржать пол часа без причины,0
пиздец ебень чумазая.. сама типа на курорте в жару не соки с котелями пъёт..а кофе для работников тяжёлого труда))):(,1
да пошёл он в жопу со своими указами надоело уже это ебло,1
"рот вымой и искупайся , вонючка, от тебя так и несет вонью с общ туалета",1
это прото идиоты надо с себя так переправить придурки,1
постепенно этот культ пьянства уйдет .,0
ты хуесоска рваная чурка а за футболиста я подам в суд обезательно ты ответишь какой он пидар,1
счастья вам ребята и домашнего уюта с крохой,0
ублюдок у которого шифер поехал и к сожалению таких все больше и больше становится .,1
дай бог что бы она к вам привыкла и не дай бог таких неблагоразумных хозяев другим собакам!,1
конечно.это вера павловна.был 1972.к сожалению она покинула этот мир.но память о ней будет вечна.,0
"дура безмозглая, лучше бы за бабушкой ухаживала",1
да....полный пиздец...выбитые эссесовцы!,1
они пидорасы жалеют что у них не получилось с ходу свалить лукашенко и начать грабить страну,1
"это счастье, когда видишь бабушку с внуком.",0
все мото по своему хороши пока не ломаются,0
"слышь дерьмо.. не хочешь степью, иди нах...!,штопанный.",1
красивая фигура как хозяйка береги свою красоту,0
"да насрать на этих пидоров, пусть передохнут там все.",1
товар зачастую просрочен продавалки или пьяные или воняет немытыми сраками,1
талантливый настолько что его последний фильм имеет 2.7 из 10,0
таких пидорасок гнать в шею живут засчет пинсионеров,1
"обнищание крестьянских масс, это конечно не социальная проблема!",1
"разочаровала просто, стала очень неприятная особа.... да дура.... по-другому и не скажешь, если по простому говорить.",1
ты мразь заткни свой ебальник и иди смотри первый канал.,1
а вся эта поебень ради выборов .,1
отлтчна выглядиш если чуток жир убрать пиздец отлична гргргр.хотятдвоюродные друзья.,1
"знаки препинания все проставлены правильно , по правилам пунктуации русского языка!",0
"!как бирет пришол так и ушол,уебки.",1
у обезьяны такая жопа я сочувствую ей,1
правительство сделало всё возможное и невозможное для обеспечения ветеранов и пенсионеров .,0
но все ровно какая она не была бы спасибо за мужа ей .,0
"а как обидно-когда пидорасы-хотели (поплавать) в море,а их свинячую мову не понимают спасатели и одесситы-сука-утонули,да и хуй на них,пускай учат русский язык!",1
какой процент муки и сахара в хлебе ?,0
тебе вместо бровсека уже советовали расширение fast proxy-ты когда советы читать начнёшь?,1
"каждый год, найдётся пьяный дебил, который даже праздник достойно отметить не может🤷‍♂️",1
добрый вечер а почём продаете?и какой район?,0
