text,annotation
"   dikka die grünen wollen kein minarett verbot in Deutschland erteilen check es junge afd ist müll und da kommt keine der müll parteien ran. Und wenn du die AfD wählst, nehme ich deine Mutter so krank durch dass sie keine Pussy mehr haben will du hruensogn nazi",1
"  Sollen lieber mal mit den Pädophilen in den eigenen Reihen aufräumen, bevor Rassismus ein Thema wird:
https://t.co/bZEysI2kxL",1
"#HaltDieFresseBild #HaltDieFresseSpringerPresse #Fingern 
Deutschland geht langsam aber gaaanz sicher bis zur 3. Welt unter und dann ............𝓛𝓮𝓼𝓮𝓷 𝓢𝓲𝓮  𝓚𝓸𝓶𝓹𝓮𝓷𝓭𝓲𝓾𝓶 𝓯ü𝓻 𝓘𝓱𝓻𝓮𝓷 𝓢𝓬𝓱𝓾𝓽𝔃 
https://t.co/h6XKxCXRrP https://t.co/yTMinQ9XCw",1
" Na hoffentlich hat sich der ‚typisch deutsche Richter’ nicht auch noch entschuldigt, weil keine weiteren mildernde Beweise gefunden wurden",1
   Eine terroristische Vereinigung mit linksversiffter Anhängerschaft. Nichts mehr als das mittlerweile,1
" Wenn Anne- Fresse Bärbock 🐻 bald an die Macht kommt wird gar nichts mehr bezahlbar sein❗Und das Bundesverfassungsgericht ist von dem grünfaschistischen Müll so unterwandert worden, dass die BRD Personen keine Chance mehr haben menschenwürdig zu Leben❗ https://t.co/0OX1OdPhtS",1
"  DIe meisten #stayathome Verfechter, die alles getan haben um sich nicht zu #infizieren, brav neg. #PCR Tests vorweisen, haben nicht begriffen.  

Ihr bleibt UNFREI.

Ihr werdet verarscht von #Merkel und Kumpane.

Kommt heraus und reiht euch ein. 

Gemeinsam,  für die Freiheit .",1
Ohne Väter war es immer schon schlecht! Also was soll sich ändern,1
Sie bereitet ihre berufliche Zukunft vor. Jetzt mit Auftritt bei ... ist sie schon ein gutes Stück weitergekommen...,0
" Nein. Als ""politischer Wackelpudding"" fehlt es der #FDP eindeutig an Rückgrat. Nicht nur #Lindner hat erst der öffentliche Aufschrei nach dem unverzeihlichen Tabubruch von #Kemmerich zum Umdenken gebracht, genauso war es bei #Kubicki.",1
" Hat sich Fehlerteufel eingeschlichen wenn man zu schnell tippt und anschließend nicht kontrolliert, Soll heißen: ,schonwieder‘",1
"    Alimentierung von 80% der Importierten, Ehrenmorde, Vergewaltigung nennen sie Hilfe. Religionsfreiheit, haben sie ein Mädchen erlebt, dass dem Christentum beitreten und einen Mann anderer Religion heiraten durfte, das ist ihre moslemische Religionsfreiheit",1
"Genau so wie die Deutsche Bahn, Daimler und co Streiks ernst nehmen würden wenn sie Außerhalb der Arbeitszeit stattfänden?",0
"Sag nochmal einer, die Querdenker sind bekloppt 😂 https://t.co/wkOwUg3Gx9 https://t.co/duRBURluon",1
"  Naja, das die #AfD eine #Nazi Partei ist, darf er ja nicht sagen. Sonst kommen ja, wie in Belarus Klagen. Das meinen diese Faschisten unter #Meinungsfreiheit: Nur Ihre Meinung gilt, andere werden 'gejagt', 'entsorgt', oder direkter, gleich 'an die Wand gestellt' und 'erschossen'",1
" Noch nix von Neusprech und political correctness gehört?  Linke zeigen einen an und mobben einen aus der Gesellschaft,  wenn man unbequeme Wahrheiten benennt. Man ist ein Hetzer... Im alten Testament nannte man solche Leute Propheten",1
"  Weshalb? Antisemitismus, der sich auf auf Israel bezieht ist nach wie vor Antisemitismus",1
Ein rechter Bundeswehrsoldat plant einen Anschlag. Die Diskussion dreht sich aber primär um die Registrierung von refugees! #findedenfehler,1
"Zu dem ähnelt das Menschenbild, was die AfD und Co hat von den Flüchtlingen, Migranten, Muslimen und Ausländern stark dem Menschenbild der NSDAP aus dem 3. Reich.",1
"Dann ist es schön, wenn es bei ihnen so ist. Dann ist es aber die Aufnahme, anstatt die Regeln.",1
    Wollte damit zeigen wie schwach deine Rhetorik ist. Ziemlich sicher ist dein Text aus irgendeiner Telegramgruppe geklaut. Typisch dass das ein verschwörungstreuer Hildmannseierlutscher nicht kapiert. Du verstehst die Ironie nicht und blamierst dich. Wie ekelhaft einfach.,1
" Und 🇩🇪finanziert diese Terrorstaat. Atomwaffenfähige U-Boote, Korvetten die von Steuergelder finanziert werden. Wiedergutmachungsgelder, Militärtechnik.... Abartig wie Israel Deutschland rigoros ausgesaugt . Alles  wegen  „historischen Verantwortung?“",1
"Mensch ihr vollhonks kapiert ihr nicht das die diese
alte verbrauchte Frau Merkel, Mitglied der Sozialistischen Einheitspartei SED, IM Erika der Tarnname  beim Staatsicherheitsdienst, der zehntausende Bürger der DDR ins Gefängnis geworfen hat-",1
" Das mit Religion in Verbindung zu bringen,  ist schon sehr... gewagt,  um nicht zu sagen tendentioes.  Vielleicht liegt es auch am Inzest?  Studiere mal die Einwanderungsgeschichte Englands",1
"  Hoffentlich treten noch mehr Merkelianer und Ja - Sager und Arschlinge zurück! Nur Maaßen und die Werteunion können die CDU retten! Ich wähle die CDU solange nicht bis Laschet, Spahn, von der Leyen usw zurückgetreten sind! Nur die Werteunion kann  den korrupten Sumpf austrocknen!",1
" Achja, weil es mich so aufregt: wo kann ein Gesunder Mensch seinen Aufnäher demnächst abholen, wenn er sich die Plörre nicht spritzen lassen wird? So am Oberarm aufgenäht würde es sicher gut aussehen, oder?

Wie dressiert die Deutschen sind, einfach traurig! #Coronazis #Geimpfte https://t.co/xBM5yCZviZ",1
"   witzig, dass jetzt viele grubenmolche, die sich offensichtlich sonst nur um sich oder ihre konsolen kreisen für das wohl ihrer mitmenschen interessieren..
war eine nicht durchgedachte aktion,auf jedenfall- aber euer scheinheiliges getrolle ist einfach nur lächerlich..",1
" seltsamerweise steigen die Temperaturen mit der sauberen Luft. Seit über 20 Jahren verbessert sich die Luftqualität, seither steigen gleichzeitig die durchschnittliche Mitteltemperatur.",0
"Verhandlungen werden nicht fundamental andere Ergebnisse bringen können. Aber natürlich muss in einzelnen wichtigen Punkten noch mehr kommen, wenn am Ende die Mitglieder zustimmen sollen. |LBR| CSU Lautsprecherei und manche Falschbehauptung sollten uns dabei überhaupt nicht jucken.",0
Es ist reine Utopie zu denken man könnte den Klimawandel aufhalten!Dazu braucht man einheitliche globale Standards zur gleichen Zeit! Dazu wird es nie kommen! Nichtmal die EU ist sich einig. Andere Kontinente noch viel weniger! Da nützt keine Ideologie!,1
"Wen asoziale Egomanen aus ihrer wohlstandsverwahrlosten Scheinwelt heraus die Medienpräsenz ihrer hässlichen Hackfresse für wertvoller als das Leben des gemeinen Pöbels erachten, dann rülpsen sie zufrieden grunzend widerlichen Dreck wie #allesdichtmachen in den Äther.",1
"Diese einseitige Berichterstattung und die Verleumdung der ethischen Säuberung der Palästinenser geht mir sowas von auf den Sack. Ich liebe meine jüdischen Freunde, jedoch verachte ich  Israel und seine mörderische Regierung. Israelkritik ist mehr als angebracht. #Jerusalem 1/2",1
" Niemand ist auf dem Kurs der AfD, ach doch die SPD, die verliert ungefähr genauso viel Wähler wie die kleinen blau braunen von der NSDAP Nachfolgepartei. Dazu noch der dauerbesoffene Brandner, der eine Scheiße redet, dass man ihm täglich ins Gesicht kotzen möchte.",1
" Tja der Typ hat weder körperlich noch geistige Größe, bei geistig eher ein totaldefizit. Sperrt den Weg, schmeißt den Schlüssel gleich mit weg. Den Nazi braucht keiner.",1
"  Es ist zum 🤮, 99Prozent weiße hetero Männer, Angst, Privilegien zu verlieren. Vergleichsfotos des CV gepostet, da  Anpassungen 🙄. Bei einer Uni in D nach Zugangsvoraussetzungen gefragt. Nachfrage, ob die CVs der Herren Kandidaten auch gecheckt wurden, dieses bestätigt. Na klar!",1
Tja liebe Altparteien. Hättet ihr eine deutsch/bürgerfreundliche Politik gemacht könntet ihr eure Posten behalten |LBR| Jetzt muss es #AfD richten,1
" So eine Rede hat noch nicht einmal die AFD hinbekommen geschweige denn der Great Reset Lindner!
Die Union als FC eigene Tasche!
Die Volksterror Merkel hat es geschafft einen Haufen von Versagern in der Regierung um sich zu scharen
Und weil diese es wissen lecken sie der am Arsch",1
    shahahahah ich trete dich geistig behindert du   und wenn es dich so triggerd lutsch die schwänze deiner zwei väter du bastard,1
   Und du bist ein #greenpiss Schwurbler und #Ökodiot und GAF Terrorit (grüne Armee Fraktion),1
     Tja das ist ein Problem aber so ist es halt wenn man mit Feiglingen in einem Land lebt und sich demokratischen Regeln fügt. Diese Pandemie hat gezeigt wie zerbrochen unser Land ist. Bin froh wenn ich hier weg bin.,1
   Ach Jungchen. Die Leute haben die Polizei massiv mit Flaschen beworfen. Das sind Mordversuche. Als Linker schäme ich mich für solche Idioten. Keinen Deut besser als Querdenker und nun bestes Futter in der Argumentation der bösen Antifa. Danke dafür,1
" Natürlich hat Frau Baerbock Fähigkeiten. Zum Beispiel die, das Land und vor allem die Menschen hier noch schneller zu ruinieren.

Mehr und höre Steuern, Bevormundung und schließlich #Ökosozialismus",1
"Wieder nichts als Nebelkerzen und pure 
Verar............ der Bevölkerung 

Impfgipfel ""hinkt Realität hinterher"":  Kritik wird laut 

Zwar diskutierten Kanzlerin Angela Merkel und die Länderchefs, aber wie erwartet keine Beschlüsse.

https://t.co/zL1Ct1w0aH https://t.co/wY9M5ENVcS",1
"    Es ist kein richtiger lockdown, wenn nicht alle mitmachen.

Wenn ich 10 Löcher im Dach habe, aber nur 7 stopfe, dann pisst es immer noch rein 

Alman mach dein Hirn an",1
"Sie freuen sich nicht nur wie ein Kobold, Sie haben durchaus auch die laszive Anmut eines Kobolds. Oder meinte ich Waldschrat? Sei's drum, ich freue mich wie Bolle auf die Zeit, wenn die AfD ein Fliegenschiss deutscher Politikgeschichte sein wird. Und das dauert hftl. nicht lange",1
  Dikka du hurensohn Hater deine Mutter ficke ich im Schlaf wenn ich nachts von einem Nachtisch träume wie ich den mit deiner fetten Mutter auf ihrem Balkon fresse. Du hurensohn Bastard hater. Komm mal ran junge. Dann breche ich dir die Nase.,1
 Wer meint typisch deutsch sei zwangsläufig mit Nazi zu vergleichen ...der ist hirnlos |LBR| Typisch deutsch?...z.B...wir wurden Weltmeister und Millionen von Nazis haben gejubelt..? |LBR| Typisch deutsch?...z.B...jeder der unsere Hymne singt,1
"   Völlige Verallgemeinerung. Korruption ist am wenigsten in Deutschland im Vergleich zu allen Ländern ausgeprägt. 
Ein Kanzlerkandidat der sich in zwei Untersuchungsausschüssen um Kopf u Kragen lügt ist untragbar Schuldenscholz ist eine Katastrophe. 
Baerbock inkompetent wie keiner",1
   Weil die Aktionen von Greenpeace immer lächerlicher werden und an  eigentlich mit einer verbrecherischen Organisation gleichgestellt werden soll.  Umweltschutz und Änderungen einfordern legitimiert nicht Körperverletzung.,1
" Aus gutem Grund ist die AfDerpartei um Faschist Landolf Ladig, aka Bernd Höcke abzulehnen.",1
  Kinder wie Sternschnuppen. Kommen unerwartet. Verbreiten Freude. Verglühen. Immer bleibt ein Wunsch übrig. Was für ein tapferer kleiner Junge.,0
"  Deutschland hasst Menschen. Es ist Nazi geblieben. Wer sich für Herkünfte (z.B. aktuell dunkelhäutige) stark macht, für Kinder, Frauen, sexuelle Orientierungen, alte, linke, kurz Menschen sortiert, ist ÜBELSTER FASCHIST. Ein menschlicher Mensch tut das nicht. ALL LIVES MATTER!",1
" #HaltDieFresseBild #HaltDieFresseSpringerPresse 

Das sind keine Journalisten, das sind elende Hetzer und verbreiten nur Lügen oder Halbwahrheiten! 🤬

Das wusste ich schon seit meinem 16. Lebensjahr. Warum liest die noch irgendeiner?",1
"   auch drecksvereine. greenpeace, und die fifa sowieso,die sind dazu noch ein korrupter drecksverein.",1
 Nein ich verteidige Polizeigewalt nicht aber linke demos gehen auch eher selten auf die straße und rufen zuvor offen in ihrem gruppen zu mord auf oder belästigen Impfzentren oder stoßen kinderwägen um weil die mutter maske trägt etc. Das tun Querdenker eben.,1
"87. Wenn ich mich trauen würde, hätte ich einen Undercut und schwarze Dreadlocks.
88. Die Afd ist ein dreckiger Scheissverein! 
89. Als Kind hatte ich wochenlang Keuchhusten
90. Ich lag mal drei Monate im Krankenhaus.
91. Ich habe eine lange Narbe am rechten Oberschenkel",1
"Ich habe für meine Frau später die Schwangerschaftmode genäht unsere Gardinen ,habe meine Baby,s gewickelt und mit der Bobelchaise spazieren gefahren , meine Babys gebadet usw.",0
 Merkels Sprecher stellt sich in die Ecke und schämt sich .das wars dann wohl!,1
   P. S. Ich bin meilenweit davon weg ein Nazi zu sein die sind genauso Abschaum.  Aber der ganze linke Quatsch hat ja auch schon viele Länder in den Ruin getrieben oder?,1
   Ich fühle mich als Hetero nicht diskriminiert du homophobes Stück scheiße.,1
 Dein Tweet von eben - einfach weg! Wollte Dir eben antworten.,1
  Die Querdenker sind 100 mal radikaler und vernetzter. Regst du dich auch über die auf?,1
"Die AfD hat mit ihren Beschimpfungen, Lügen und ihren Fremdenhass mindestens zur Verrohung der Diskussionskultur beigetragen. Und wie schnell auf Worte, Taten folgen, hat man an diesem Attentat gesehen. Selbstverständlich trägt die AfD und ihre Unterstützer eine Mitschuld.",1
"Immer Auto. Wieviele Flieger starten schon allein von Schönefeld, das macht sich seit den letzten Jahren doch bemerkbar oder etwa nicht.",0
"#b0105 Der #Linksterrorismus zeigt seine hässliche Fratze. 
Und die ganzen #Wohlstandslinken wie #FFF, #BLM ""Aktivisten u.a. sind auf dem Weg es ihnen gleich zu tun!
Diesen Abschaum gilt es zu bekämpfen.",1
"Das ist Ann-Kathrin. Sie ist bei den Grünen, dumm wie Scheiße und natürlich links-extrem.
Ann-Kathrin will mal so werden wie All Cops Are Baerbock. https://t.co/ocJXxaZdv9",1
Hat gerade überhaupt nichts mit dem Thema zu tun und ist daher Derailing.,1
